date,open,high,low,close,adjClose,changePercent,vwap,return,return_squared,realized_vol,implied_vol,news_sentiment,press_sentiment,weighted_average_sentiment,h.1,h.2,h.3,h.4,h.5
2018-10-19,60.44,60.64,56.92,57.29,56.79,-5.2076423760364445,58.29,-0.0432531730126921,0.0018708369756658,0.0361774188724902,0.0540632498201695,,,0.0,0.04195360683321024,0.03793661627916996,0.03484041593898631,0.03668743518556853,0.037740871617496556
2018-10-22,57.82,58.83,56.77,57.81,57.3,-0.0259425804220002,57.8,0.0090766276837144,8.238517010877104e-05,0.0324435658340471,0.0542858230893728,,,0.0,0.036867128055273625,0.03394694443375096,0.03605522269094579,0.03295744086000548,0.03402689572860945
2018-10-23,55.11,56.05,54.18,55.26,54.78,0.2858068424736021,55.16,-0.0441100155682409,0.0019456934734304,0.0227407592023948,0.0518125086864932,0.0,,0.0,0.03435640498488822,0.03635195337932993,0.03320045150727917,0.03572188381470391,0.03559591374019941
2018-10-24,54.88,55.35,49.71,49.85,49.41,-9.156754756626215,51.64,-0.0979008324285196,0.009584572990197,0.0400693026577524,0.0795932099345564,0.0,,0.0,0.04149960871138342,0.03755182517143802,0.038812690971662275,0.054416157048042445,0.051227521559232714
2018-10-25,48.87,52.44,48.42,51.96,51.5,6.328334782831132,50.94,0.0423269809428283,0.0017915733157345,0.0540632498201694,0.0660283577781646,,,0.0,0.03759583474407259,0.03884540739863843,0.05443362282674831,0.051363791861055996,0.048256125480962954
2018-10-26,49.58,51.21,48.28,49.57,49.14,-0.0100872373574149,49.69,-0.0459969207082371,0.0021157167146398,0.0542858230893727,0.0652484528102964,,,0.0,0.039274078853490185,0.05466941918330474,0.05155084271831393,0.04970121959650396,0.0471825375669466
2018-10-29,51.0,51.03,44.0,46.4,46.0,-9.005347144363022,47.15,-0.0639499697397619,0.0040895986297164,0.0518125086864931,0.0596218413892189,0.2023,,0.2023,0.0557692162867921,0.052448054311929636,0.050398733111905125,0.05234141469929805,0.05206887930866542
2018-10-30,46.64,50.85,46.4,50.75,50.3,8.818008923762873,49.33,0.09375,0.0087890625,0.0795932099345564,0.0450600057825729,,,0.0,0.05496902313926091,0.05242198603795276,0.05380789598516141,0.06209560181180275,0.05940764680917963
2018-10-31,52.41,53.15,51.0,52.71,52.24,0.5628466706547812,52.29,0.0386206896551724,0.0014915576694411,0.0660283577781646,0.026460930355684,0.0,,0.0,0.051721418994150926,0.053284521240913055,0.061756968757763,0.05675259397347673,0.054709617073925076
2018-11-01,53.08,54.62,51.8,54.53,54.05,2.736691422766065,53.65,0.0345285524568392,0.0011922209347647,0.0652484528102963,0.0209894748909475,,,0.0,0.052616814613014415,0.0613155854364126,0.05639334042366906,0.05190602121730713,0.05114734108729394
2018-11-02,54.43,55.5,52.55,53.73,53.26,-1.2905874485020483,53.93,-0.0146708233999633,0.0002152330592329,0.0596218413892189,0.0181231297647899,,,0.0,0.060314572271279086,0.055557848307239935,0.051227388837783314,0.045840798868553884,0.048270551907416394
2018-11-05,53.6,53.83,51.32,52.94,52.48,-1.2220700592378313,52.7,-0.0147031453564117,0.0002161824833717,0.0450600057825729,0.0184480733415835,,,0.0,0.05406952121938382,0.049989001389552076,0.044806091925955485,0.04050106293651877,0.043077889887191065
2018-11-06,52.86,53.71,52.39,52.76,52.3,-0.1844407696276269,52.96,-0.0034000755572346,1.1560513794904511e-05,0.0264609303556839,0.0367503901676828,,,0.0,0.04858028830076377,0.043599460474716585,0.03950335575431191,0.035619348966293866,0.0384143464522604
2018-11-07,53.44,54.35,52.79,53.45,52.98,0.0187097076023449,53.53,0.0130780894617135,0.0001710364239685,0.0209894748909473,0.0495336965275682,,,0.0,0.04238549949754751,0.03847500055056367,0.03476685249980145,0.03216240739597257,0.03461575686035764
2018-11-08,52.85,52.86,50.96,51.5,51.04,-2.5591240325117885,51.77,-0.0364826941066417,0.0013309869692787,0.0181231297647897,0.0478342071948057,,,0.0,0.03818542023698439,0.034520716626749874,0.03196340410680494,0.03323266938222928,0.03448288233482514
2018-11-09,50.6,52.33,50.26,51.42,50.96,1.6156166646488752,51.34,-0.0015533980582523,2.4130455273822847e-06,0.0184480733415833,0.0490551577258818,,,0.0,0.033500216339592784,0.031118039425832543,0.032626783979004745,0.029927226830609943,0.031182662006283245
2018-11-12,50.49,50.72,47.17,47.38,46.97,-6.159027748470689,48.42,-0.0785686503306106,0.0061730328147737,0.0367503901676827,0.0960934003145361,0.5574,,0.5574,0.034773225389925236,0.03534870179484885,0.03215723917571918,0.04461445078102881,0.04249518512265574
2018-11-13,48.37,51.05,48.31,49.83,49.39,3.0079031886319116,49.73,0.0517095821021527,0.0026738808811792,0.0495336965275682,0.1019199426887614,0.0,,0.0,0.03632319927722118,0.03298096722787071,0.04506216750657099,0.045837574498797086,0.04369717016504927
2018-11-14,51.58,51.72,48.21,49.3,48.86,-4.415899090336428,49.74,-0.0106361629540437,0.0001131279623849,0.0478342071948057,0.0970361968385875,,,0.0,0.03209711158282053,0.04456916832179178,0.045475468145089334,0.04082031023570367,0.03914538315571684
2018-11-15,49.24,51.33,48.88,50.6,50.15,2.7621244531530675,50.27,0.0263691683569979,0.0006953330398397,0.0490551577258817,0.0953807082368387,-0.4019,,-0.4019,0.04438965569294859,0.04534038150615777,0.040707712404170496,0.03827344305222989,0.03939176301924402
2018-11-16,40.83,42.67,40.4,41.11,40.75,0.6796374881392347,41.39,-0.1875494071146245,0.0351747801090471,0.096093400314536,0.0906097552637436,,,0.0,0.06032488793880312,0.05360489796974118,0.04873435239241197,0.0908006520999983,0.08317970130035059
2018-11-19,40.45,40.46,36.16,36.17,35.86,-10.563073641786207,37.6,-0.1201654098759424,0.0144397257306532,0.1019199426887614,0.0680787778789196,0.0,,0.0,0.058210918493686335,0.05263738539171018,0.09241655678866709,0.09537275467779978,0.08669232769588103
2018-11-20,33.51,38.56,33.33,37.27,36.94,11.203941853019298,36.39,0.0304119435996683,0.0009248863135094,0.0970361968385874,0.0319554787354554,,,0.0,0.051509386656410326,0.09192698486211485,0.09501805455188254,0.0837792529125487,0.07636420838420703
2018-11-21,38.65,38.83,35.9,36.18,35.86,-6.409253819926369,36.97,-0.0292460423933459,0.0008553309956733,0.0953807082368387,0.0338056395319099,0.2023,,0.2023,0.09145949230956675,0.09467084625766306,0.08348461218908658,0.07395329478690285,0.075537113815693
2018-11-23,35.83,37.4,35.7,36.25,35.93,1.1792645643504085,36.45,0.0019347705914869,3.7433372416827434e-06,0.0906097552637435,0.0300504602481111,,,0.0,0.09254119111836562,0.0816295920752805,0.0723871512094364,0.06340739113784824,0.06825027987201432
2018-11-26,37.47,38.37,36.64,38.26,37.93,2.1082153579291583,37.76,0.0554482758620689,0.003074511296076,0.0680787778789196,0.0298587407083641,,,0.0,0.08001019489925745,0.07098456954917443,0.06220953021487517,0.05959532003727754,0.06256974671186667
2018-11-27,38.0,39.25,37.64,38.43,38.09,1.1381552631578946,38.44,0.0044432828018818,1.974276205749935e-05,0.0319554787354554,0.0265409742768688,,,0.0,0.0688076311203159,0.06030123821160194,0.05810907885925513,0.0512695478293542,0.0540661934043003
2018-11-28,39.62,40.07,38.28,40.02,39.67,1.0032887683818477,39.46,0.0413739266198283,0.0017118018039429,0.0338056395319099,0.0518338109022115,,,0.0,0.05909401893101991,0.05714836454227999,0.050455030675586265,0.048102656243715576,0.049621534628082456
2018-11-29,40.0,40.38,39.03,39.34,39.03,-1.6499999999999917,39.58,-0.0169915042478761,0.0002887112166055,0.030050460248111,0.0480401170757687,0.5859,,0.5859,0.055795900405938494,0.04927840267957183,0.047181095454300326,0.042621406411852455,0.04496573659201583
2018-11-30,39.44,40.97,38.93,40.86,40.54,3.6006288431061795,40.25,0.0386375190645651,0.0014928578794646,0.0298587407083641,0.0566859774151843,,,0.0,0.04848810298830757,0.04654781168319289,0.04209713481215881,0.041174096793604405,0.04234247146815715
2018-12-03,43.15,43.67,41.83,42.51,42.18,-1.4832073472441496,42.67,0.040381791483113,0.0016306890833856,0.0265409742768687,0.054686808051329,,,0.0,0.046177335498562996,0.041782511249799814,0.04093359024594367,0.04059151857709486,0.0414439263840181
2018-12-04,42.06,42.11,39.13,39.28,38.97,-6.615551435673995,40.17,-0.0759821218536813,0.0057732828413876,0.0518338109022115,0.0457174197758721,,,0.0,0.04381090663065388,0.04253159341015289,0.04180280977029307,0.04951270515868617,0.04774460326158862
2018-12-06,37.86,39.62,37.7,39.57,39.26,4.523235485387351,38.97,0.0073828920570264,5.4507095125704526e-05,0.0480401170757686,0.0372208491189796,,,0.0,0.04147299873753877,0.040977540875182274,0.04899376068730197,0.04363070971608375,0.042835426052050936
2018-12-07,39.62,39.72,36.4,36.9,36.61,-6.84715855877022,37.67,-0.067475360121304,0.0045529242234996,0.0566859774151843,0.0364908387864107,,,0.0,0.04259396428748592,0.05004164389943344,0.04451172051450838,0.04905006109021584,0.04718776430493112
2018-12-10,36.45,38.22,36.41,37.97,37.67,4.156375743309316,37.53,0.0289972899728996,0.0008408428257724,0.0546868080513289,0.0206620442776439,0.25,,0.25,0.04957569574011104,0.04410935055267553,0.048777310908431445,0.04506079038681296,0.04542210809313916
2018-12-11,38.89,38.97,36.25,37.05,36.76,-4.737716758491061,37.42,-0.0242296549907822,0.0005870761809723,0.045717419775872,0.012634083402359,,,0.0,0.04308633352679656,0.04806972114494082,0.04448816549828287,0.04106206894338564,0.04119041067327394
2018-12-12,37.1,38.2,36.21,37.22,36.93,0.3234011588734739,37.21,0.0045883940620783,2.105336006891575e-05,0.0372208491189795,0.0173283905404444,,,0.0,0.04715059320461666,0.043725985890189736,0.0404448145535231,0.036423755001185124,0.03865546718565659
2018-12-13,37.7,38.35,36.86,37.22,36.93,-1.2600252674594117,37.48,0.0,0.0,0.0364908387864106,0.0296464293406596,,,0.0,0.04249647097357292,0.03942514194166423,0.035577370294428916,0.03234371331699047,0.034767080086377314
2018-12-14,36.8,37.65,36.38,36.61,36.33,-0.5162773987485886,36.88,-0.0163890381515313,0.0002686005715323,0.0206620442776438,0.0287757193307325,,,0.0,0.038484199750324515,0.034776887320293284,0.031685560419998135,0.029981061692628576,0.0322438285755299
2018-12-17,36.31,37.04,35.31,35.9,35.61,-1.142938552934759,36.08,-0.0193936083037421,0.0003761120430389,0.0126340834023588,0.0303300263655546,,,0.0,0.03401093850377435,0.03104027044770986,0.029471622017617282,0.028582228912101104,0.030325246942386606
2018-12-18,36.34,37.58,36.06,36.74,36.45,1.0939084365237772,36.79,0.0233983286908079,0.000547481785523,0.0173283905404443,0.0303394328359225,,,0.0,0.030568707066536034,0.029090505974103897,0.028288566971841577,0.028227836133497636,0.029398361349512597
2018-12-19,36.4,36.94,34.11,34.63,34.36,-4.85643907130101,35.22,-0.057430593358737,0.0032982730535366,0.0296464293406595,0.0400760214588436,,,0.0,0.030967339914386015,0.029779801605521412,0.02935313913984004,0.036616168292096275,0.03570801360927651
2018-12-20,34.54,35.45,33.17,33.78,33.51,-2.221894767315615,34.13,-0.0245451920300318,0.0006024664517911,0.0287757193307324,0.0338985851041969,0.4939,,0.4939,0.029492990591144703,0.029129827261087936,0.036482479572487195,0.034687174182215286,0.03400969599785235
2018-12-21,34.04,34.38,32.12,32.39,32.14,-4.846876698244832,32.96,-0.0411486086441681,0.0016932079933509,0.0303300263655545,0.0349221338974401,,,0.0,0.029796126144841124,0.03689354554560105,0.03501099682876434,0.03636794780566673,0.0353413944576886
2018-12-24,31.62,32.49,31.13,31.77,31.52,0.4664432118410322,31.8,-0.0191417104044459,0.0003664050772076,0.0303394328359224,0.0273855873369021,,0.4393,0.4393,0.036555036042193706,0.034737147533402554,0.03617091595969886,0.033821797390887455,0.03459486127164234
2018-12-26,32.24,33.28,31.12,33.28,33.01,3.2263098114996303,32.56,0.0475291155177841,0.0022590168219028,0.0400760214588435,0.0236410506033036,0.0,0.26115,0.10446,0.035364818331811085,0.036635200541317844,0.03419368118977683,0.037186069020658394,0.0368728235357044
2018-12-27,32.75,33.1,31.3,32.79,32.54,0.1374120119883258,32.39,-0.0147235576923077,0.0002167831511187,0.0338985851041968,0.0330791768775164,,0.17,0.17,0.03595604571685224,0.03363530392084935,0.03680303427213311,0.03392938173629622,0.03456055182828643
2018-12-28,33.0,34.35,32.58,33.41,33.15,1.2499939393939374,33.45,0.0189082037206465,0.0003575201679414,0.03492213389744,0.0452304250023196,,0.34,0.34,0.03296563775408423,0.03633455748330224,0.03354943372725579,0.031715903050284114,0.032378176789254934
2018-12-31,33.85,34.18,33.06,33.38,33.11,-1.4032438052138123,33.54,-0.0008979347500746,8.062868153915391e-07,0.027385587336902,0.0495470852328968,,,0.0,0.035614854587892555,0.03295123637779298,0.031243105173981066,0.02880025052675068,0.030810617889538212
2019-01-02,32.66,34.62,32.51,34.06,33.79,4.271279853031241,33.73,0.0203714799281007,0.000414997194461,0.0236410506033035,0.0525530030160498,,-0.4215,-0.4215,0.032327833105857934,0.030738712545829654,0.028391211516029347,0.02787954290956149,0.02949077060276361
2019-01-03,33.45,33.79,31.92,32.0,31.75,-4.335149373504714,32.57,-0.0604815032295948,0.0036580122329114,0.0330791768775163,0.0525236510643711,,0.0,0.0,0.032702678090470186,0.030029644377212467,0.029135769398619116,0.03736838739635509,0.03655987568193706
2019-01-04,32.74,34.43,32.42,34.05,33.78,4.009469863770587,33.63,0.0640624999999999,0.0041040039062499,0.0452304250023195,0.0348170180241989,,,0.0,0.032349356783964466,0.030984780935091254,0.03846527823236994,0.0441395622449913,0.04177741004810244
2019-01-07,34.63,36.22,34.11,35.85,35.57,3.5379003610108284,35.39,0.0528634361233482,0.0027945428787673,0.0495470852328968,0.02783254909465,-0.3818,-0.1531,-0.2903199999999999,0.03230189806467162,0.03928885338531757,0.0446790549700888,0.045800779698328915,0.04309203805197473
2019-01-08,36.67,36.7,34.22,34.96,34.68,-4.676531333382455,35.29,-0.0248256624825662,0.0006163135176982,0.0525530030160497,0.01999436261087,,,0.0,0.039028808198933694,0.0445036192407849,0.0456727927198563,0.04208126363008502,0.04122776784578777
2019-01-09,35.47,36.12,34.97,35.65,35.37,0.4792163765590734,35.58,0.019736842105263,0.000389542936288,0.052523651064371,0.0111161851167442,,,0.0,0.043892045337988767,0.04521585154776676,0.04171038477660629,0.038356306763390045,0.03935205147774839
2019-01-10,35.45,36.4,34.84,36.31,36.02,2.418894148973366,35.85,0.0185133239831698,0.0003427431649058,0.0348170180241989,0.0137674344951643,,,0.0,0.04437286968376544,0.04100900334819893,0.03778614563636657,0.035061965300258596,0.03708488756417158
2019-01-11,36.08,37.44,35.8,37.21,36.92,3.117854915817917,36.82,0.02478656017626,0.0006143735653713,0.0278325490946499,0.0139210264486278,,,0.0,0.04021374874727262,0.037123723465590425,0.03452839988524267,0.033200069330294214,0.034877160844275376
2019-01-14,36.68,37.87,36.44,37.61,37.32,2.535444383860407,37.31,0.0107497984412792,0.0001155581665281,0.0199943626108699,0.016953344429589,0.0,,0.0,0.03614647926401844,0.03372244173608559,0.03257428192527867,0.030228118706106876,0.031925614775455476
2019-01-15,37.94,38.34,37.28,37.47,37.17,-1.2453874866997328,37.7,-0.0037224142515288,1.3856367859985168e-05,0.011116185116744,0.0327828542122819,,-0.2263,-0.2263,0.03279573746363547,0.03183909896963523,0.029636194074442818,0.027543984800699323,0.029349688358093217
2019-01-16,37.74,38.08,37.15,37.21,36.92,-1.4108789825793109,37.48,-0.0069388844408859,4.814811728396944e-05,0.0137674344951642,0.032836345149709,,,0.0,0.031060204193291224,0.02899425858738954,0.027027914997233466,0.025579429247642487,0.02762667523743374
2019-01-17,36.88,38.33,36.6,37.93,37.63,2.854046582714298,37.62,0.0193496371943024,0.0003744084595511,0.0139210264486277,0.0411499321785026,,,0.0,0.028504690363340857,0.02662485379550659,0.025261144682087344,0.02538188203420067,0.026982569305234228
2019-01-18,38.43,39.49,37.91,39.23,38.93,2.0815690387450467,38.88,0.0342736620089638,0.0011746839075046,0.0169533444295888,0.0410084796157761,,-0.25,-0.25,0.02694722016762751,0.025522394043637653,0.025576697653086684,0.028303029663010744,0.02880238273771295
2019-01-22,38.93,39.04,36.89,37.19,36.9,-4.457005743651357,37.71,-0.0520010196278358,0.0027041060423345,0.0327828542122818,0.0753779962989498,,,0.0,0.027307707493268996,0.026955989943270746,0.02924517315486444,0.035046771957914905,0.03394751408510856
2019-01-23,37.75,38.65,37.01,37.32,37.03,-1.1324556291390646,37.66,0.0034955633234741,1.2218962948417404e-05,0.0328363451497089,0.0748766809533079,0.6597,,0.6597,0.026299220243885518,0.028782117787967538,0.034758741522509476,0.03169515207218869,0.03123961645891818
2019-01-24,38.17,39.64,38.13,39.46,39.15,3.366077363878919,39.07,0.0573419078242229,0.0032880943929216,0.0411499321785026,0.0803110078775392,,,0.0,0.030858082542096092,0.036101040513731544,0.03279870611683791,0.038720575423929225,0.03731592755626048
