date,open,high,low,close,adjClose,changePercent,volume,vwap,return,return_squared,realized_vol,implied_vol,news_sentiment,press_sentiment,weighted_average_sentiment,h.1,h.2,h.3,h.4,h.5,predicted_vol
2018-10-02,72.06,73.19,71.39,71.62,70.99,-0.6140461405030397,38396400,72.07,-0.0099529997235278,9.906220349654468e-05,0.0260207619789075,0.013541905555293,,,0.0,0.0269136731258013,0.0273603506319381,0.0277786200144109,0.0281707662307099,0.0285388235648488,
2018-10-03,72.33,72.4,70.63,71.68,71.05,-0.8952011365905899,32055200,71.57,0.0008377548170901,7.018331335577367e-07,0.0250023121489346,0.0152248778325964,,,0.0,0.0260186486607856,0.0265239345959401,0.0269958486498595,0.0274372592436326,0.0278506911776601,
2018-10-04,71.32,71.56,69.04,69.82,69.21,-2.096252761086109,39122000,70.14,-0.0259486607142859,0.0006733329928651,0.0309437302075007,0.0279290206754809,,,0.0,0.0265171481461365,0.0269895054602436,0.0274313219497732,0.0278451267780123,0.0282331605914668,
2018-10-05,69.57,70.2,66.89,67.46,66.87,-3.0292226661619854,42663600,68.18,-0.0338012030936694,0.0011425213305794,0.024973733054305,0.0283325560192033,,,0.0,0.0277833921084968,0.0281752428733561,0.0285430274047466,0.0288885641291284,0.0292134884461388,
2018-10-08,66.63,67.79,65.02,66.44,65.86,-0.2739257035647234,40861200,66.42,-0.0151200711532759,0.0002286165516801,0.0135419055552929,0.0463110772839406,,,0.0,0.0272043035058776,0.027632436169868,0.02803366103681,0.0284100971831263,0.0287636377905448,
2018-10-09,66.24,67.19,65.7,66.39,65.8,0.2264678761007389,27350000,66.43,-0.0007525586995785,5.663445963113974e-07,0.0152248778325963,0.0479133819854919,,,0.0,0.0262747556700529,0.0267630326287679,0.0272194137808491,0.0276465885284447,0.0280469320849295,
2018-10-10,65.32,65.78,61.4,61.42,60.88,-5.959581843081027,68494000,62.87,-0.0748606717879198,0.0056041201805386,0.0279290206754809,0.0566147776548996,,,0.0,0.0346781229381469,0.0346920340805208,0.0347052629138295,0.0347178431468349,0.0347298067995498,
2018-10-11,60.54,61.89,58.56,58.78,58.26,-2.9070471156625404,72543600,59.75,-0.0429827417779224,0.0018475160907475,0.0283325560192033,0.0456095870027676,0.0,,0.0,0.0356000986790053,0.0355693423639988,0.0355400584270912,0.0355121774905023,0.0354856333433458,
2018-10-12,61.38,62.38,59.91,61.63,61.09,0.4195332234048878,60823600,61.31,0.0484858795508675,0.0023508805158212,0.0463110772839406,0.0406093694693903,,,0.0,0.0370460921662344,0.0369474066709723,0.0368532794762827,0.0367635102946103,0.03667790675559,
2018-10-15,61.5,61.5,58.83,58.85,58.33,-4.317071544715442,44976000,59.73,-0.0451079019957813,0.002034722822461,0.0479133819854919,0.0361774188724903,,,0.0,0.0378240579757058,0.037689814222875,0.0375616595514367,0.0374393357269171,0.0373225939763389,
2018-10-16,59.98,61.57,59.49,61.46,60.92,2.459053972710512,40871200,60.84,0.0443500424808835,0.0019669262680561,0.0566147776548996,0.0324435658340471,,,0.0,0.0383874482566613,0.0382278555714749,0.0380754102818299,0.0379298166758689,0.0377907893056086,
2018-10-17,62.08,62.47,60.27,60.76,60.23,-2.126117453911854,32966800,61.17,-0.0113895216400912,0.0001297212031901,0.0456095870027676,0.0227407592023948,,,0.0,0.0364467592084224,0.0363759284638652,0.0363084171979363,0.0362440753654448,0.0361827592145112,
2018-10-18,61.47,61.85,59.27,59.88,59.36,-2.5746359716912113,52402000,60.34,-0.0144832126398946,0.0002097634483724,0.0406093694693903,0.0400693026577524,,,0.0,0.0348209788692114,0.0348278956944885,0.0348344745642282,0.0348407320503606,0.0348466839065126,
2018-10-19,60.44,60.64,56.92,57.29,56.79,-5.2076423760364445,61360800,58.29,-0.0432531730126921,0.0018708369756658,0.0361774188724902,0.0540632498201694,,,0.0,0.0357510498855434,0.0357130843718743,0.0356769293542214,0.0356425001639295,0.0356097159390892,
2018-10-22,57.82,58.83,56.77,57.81,57.3,-0.0259425804220002,36884400,57.8,0.0090766276837144,8.238517010877104e-05,0.0324435658340471,0.0542858230893727,,,0.0,0.0340158982536413,0.0340625989730125,0.0341069671543594,0.0341491221822841,0.0341891770446466,
2018-10-23,55.11,56.05,54.18,55.26,54.78,0.2858068424736021,62643600,55.16,-0.0441100155682409,0.0019456934734304,0.0227407592023948,0.0518125086864932,0.0,,0.0,0.0351896181738584,0.0351786117388425,0.0351681378516693,0.0351581708913314,0.0351486864556985,
2018-10-24,54.88,55.35,49.71,49.85,49.41,-9.156754756626215,88428800,51.64,-0.0979008324285196,0.009584572990197,0.0400693026577524,0.0795932099345564,0.0,,0.0,0.0454264304714654,0.0449735084210779,0.0445383577915238,0.04412040504119,0.0437190879459468,
2018-10-25,48.87,52.44,48.42,51.96,51.5,6.328334782831132,95172000,50.94,0.0423269809428283,0.0017915733157345,0.0540632498201694,0.0660283577781646,,,0.0,0.0446732358970659,0.0442499393564943,0.0438434539405085,0.0434532252373833,0.0430787103017823,
2018-10-26,49.58,51.21,48.28,49.57,49.14,-0.0100872373574149,66478400,49.69,-0.0459969207082371,0.0021157167146398,0.0542858230893727,0.0652484528102964,,,0.0,0.0443839535096209,0.043972132890654,0.0435767456986025,0.0431972452982601,0.0428330965777446,
2018-10-29,51.0,51.03,44.0,46.4,46.0,-9.005347144363022,75801600,47.15,-0.0639499697397619,0.0040895986297164,0.0518125086864931,0.0596218413892189,0.2023,,0.2023,0.0462961182683054,0.0458094268427065,0.0453415768323524,0.0448919743761759,0.0444600367680814,
2018-10-30,46.64,50.85,46.4,50.75,50.3,8.818008923762873,80719200,49.33,0.09375,0.0087890625,0.0795932099345564,0.0450600057825729,,,0.0,0.0524997962003702,0.0517838626369296,0.0510934671785949,0.0504279048119686,0.0497864814246123,
2018-10-31,52.41,53.15,51.0,52.71,52.24,0.5628466706547812,74577200,52.29,0.0386206896551724,0.0014915576694411,0.0660283577781646,0.0264609303556839,0.0,,0.0,0.0505608992488869,0.0499146363503231,0.0492919668399015,0.0486922160462091,0.0481147200763965,
2018-11-01,53.08,54.62,51.8,54.53,54.05,2.736691422766065,56652800,53.65,0.0345285524568392,0.0011922209347647,0.0652484528102963,0.0209894748909474,,,0.0,0.0485433651769417,0.0479714206455001,0.0474209135593912,0.0468912043566591,0.0463816643270339,
2018-11-02,54.43,55.5,52.55,53.73,53.26,-1.2905874485020483,45296000,53.93,-0.0146708233999633,0.0002152330592329,0.0596218413892189,0.0181231297647898,,,0.0,0.0457093111682894,0.0452453546555363,0.0447995219988682,0.0443712328536526,0.0439599181381838,
2018-11-05,53.6,53.83,51.32,52.94,52.48,-1.2220700592378313,37933200,52.7,-0.0147031453564117,0.0002161824833717,0.0450600057825729,0.0184480733415834,,,0.0,0.0431480761320815,0.0427859239547973,0.042438531388923,0.0421053881507352,0.041785995698433,
2018-11-06,52.86,53.71,52.39,52.76,52.3,-0.1844407696276269,29901200,52.96,-0.0034000755572346,1.1560513794904511e-05,0.0264609303556839,0.0367503901676827,,,0.0,0.0405896815812551,0.0403339689278921,0.0400891893471617,0.039854929196301,0.0396307865608828,
2018-11-07,53.44,54.35,52.79,53.45,52.98,0.0187097076023449,48381200,53.53,0.0130780894617135,0.0001710364239685,0.0209894748909473,0.0495336965275682,,,0.0,0.0384798899503066,0.0383161690658006,0.0381597654281471,0.0380103775020977,0.0378677141266908,
2018-11-08,52.85,52.86,50.96,51.5,51.04,-2.5591240325117885,51135200,51.77,-0.0364826941066417,0.0013309869692787,0.0181231297647897,0.0478342071948057,,,0.0,0.0381223240563148,0.0379746193465099,0.037833569030161,0.0376988945962134,0.0375703274488297,
2018-11-09,50.6,52.33,50.26,51.42,50.96,1.6156166646488752,41324000,51.34,-0.0015533980582523,2.4130455273822847e-06,0.0184480733415833,0.0490551577258818,,,0.0,0.0360343857583063,0.0359829647474948,0.0359339783890053,0.0358873144083186,0.035842865437621,
2018-11-12,50.49,50.72,47.17,47.38,46.97,-6.159027748470689,61711600,48.42,-0.0785686503306106,0.0061730328147737,0.0367503901676827,0.096093400314536,0.5574,,0.5574,0.0421569245682123,0.0418353993236331,0.041527213980599,0.0412318917513029,0.0409489676957716,
2018-11-13,48.37,51.05,48.31,49.83,49.39,3.0079031886319116,64471200,49.73,0.0517095821021527,0.0026738808811792,0.0495336965275682,0.1019199426887614,0.0,,0.0,0.0428829115839867,0.0425315568356415,0.0421945890027817,0.0418715063455981,0.041561818903057,
2018-11-14,51.58,51.72,48.21,49.3,48.86,-4.415899090336428,52658000,49.74,-0.0106361629540437,0.0001131279623849,0.0478342071948057,0.0970361968385875,,,0.0,0.0404738199573678,0.040223053952072,0.0399830343768408,0.0397533528476377,0.0395336126783383,
2018-11-15,49.24,51.33,48.88,50.6,50.15,2.7621244531530675,84070800,50.27,0.0263691683569979,0.0006953330398397,0.0490551577258817,0.0953807082368387,-0.4019,,-0.4019,0.0390459457610389,0.0388571316897955,0.0386766527151836,0.0385041734869737,0.0383393695930707,
2018-11-16,40.83,42.67,40.4,41.11,40.75,0.6796374881392347,196352000,41.39,-0.1875494071146245,0.0351747801090471,0.096093400314536,0.0906097552637435,,,0.0,0.0695716956153059,0.0682943705102864,0.0670566404057849,0.0658575700438034,0.0646962413533739,
2018-11-19,40.45,40.46,36.16,36.17,35.86,-10.563073641786207,169782000,37.6,-0.1201654098759424,0.0144397257306532,0.1019199426887614,0.0680787778789196,0.0,,0.0,0.0749278292769194,0.0734874607606079,0.0720904965816982,0.0707359281418678,0.0694227667697839,
2018-11-20,33.51,38.56,33.33,37.27,36.94,11.203941853019298,169203200,36.39,0.0304119435996683,0.0009248863135094,0.0970361968385874,0.0319554787354554,,,0.0,0.0702588763283946,0.0689603707212688,0.067701958527931,0.066482695196936,0.0653016537099454,
2018-11-21,38.65,38.83,35.9,36.18,35.86,-6.409253819926369,102549600,36.97,-0.0292460423933459,0.0008553309956733,0.0953807082368387,0.0338056395319099,0.2023,,0.2023,0.0659669626120656,0.0648021784865592,0.0636743172826004,0.062582491973448,0.0615258309545516,
2018-11-23,35.83,37.4,35.7,36.25,35.93,1.1792645643504085,41196800,36.45,0.0019347705914869,3.7433372416827434e-06,0.0906097552637435,0.030050460248111,,,0.0,0.0613922877963828,0.0603742902219836,0.0593896504057307,0.0584375416279567,0.0575171505585565,
2018-11-26,37.47,38.37,36.64,38.26,37.93,2.1082153579291583,81483200,37.76,0.0554482758620689,0.003074511296076,0.0680787778789196,0.0298587407083641,,,0.0,0.0598023444986773,0.0588365682047571,0.0579028522233593,0.0570003907614992,0.0561283907954397,
2018-11-27,38.0,39.25,37.64,38.43,38.09,1.1381552631578946,73806000,38.44,0.0044432828018818,1.974276205749935e-05,0.0319554787354554,0.0265409742768688,,,0.0,0.0557651227446124,0.0549352429906684,0.0541339511003844,0.053360495390275,0.0526141356742497,
2018-11-28,39.62,40.07,38.28,40.02,39.67,1.0032887683818477,80452400,39.46,0.0413739266198283,0.0017118018039429,0.0338056395319099,0.0518338109022115,,,0.0,0.0536612219758148,0.0529043000028125,0.05217403028442,0.051469690718608,0.050790570263866,
2018-11-29,40.0,40.38,39.03,39.34,39.03,-1.6499999999999917,54917200,39.58,-0.0169915042478761,0.0002887112166055,0.030050460248111,0.0480401170757686,0.5859,,0.5859,0.0504227443245707,0.0497815088843909,0.0491637237907928,0.0485687166442503,0.0479958258222537,
2018-11-30,39.44,40.97,38.93,40.86,40.54,3.6006288431061795,72956400,40.25,0.0386375190645651,0.0014928578794646,0.0298587407083641,0.0566859774151843,,,0.0,0.0487270014382768,0.0481482097635157,0.0475910580603477,0.0470549033777408,0.046539113601318,
2018-12-03,43.15,43.67,41.83,42.51,42.18,-1.4832073472441496,89080400,42.67,0.040381791483113,0.0016306890833856,0.0265409742768687,0.0546868080513289,,,0.0,0.0473777714712384,0.0468496991131226,0.0463417460920074,0.0458532954820419,0.0453837413408202,
2018-12-04,42.06,42.11,39.13,39.28,38.97,-6.615551435673995,81211200,40.17,-0.0759821218536813,0.0057732828413876,0.0518338109022115,0.0457174197758721,,,0.0,0.0504392817794289,0.0497974440811564,0.0491790738852844,0.0485834985194458,0.0480100560884244,
2018-12-06,37.86,39.62,37.7,39.57,39.26,4.523235485387351,69230800,38.97,0.0073828920570264,5.4507095125704526e-05,0.0480401170757686,0.0372208491189795,,,0.0,0.0472587503716579,0.0467351990878366,0.0462316292159206,0.0457474262624188,0.0452819867340489,
2018-12-07,39.62,39.72,36.4,36.9,36.61,-6.84715855877022,68167600,37.67,-0.067475360121304,0.0045529242234996,0.0566859774151843,0.0364908387864106,,,0.0,0.0491298495120028,0.0485360967123995,0.0479644235506466,0.0474141797904047,0.0468847260047746,
2018-12-10,36.45,38.22,36.41,37.97,37.67,4.156375743309316,62947200,37.53,0.0289972899728996,0.0008408428257724,0.0546868080513289,0.0206620442776438,0.25,,0.25,0.0469050484450939,0.0463949792857028,0.0459044778104467,0.0454329369019322,0.0449797604960541,
2018-12-11,38.89,38.97,36.25,37.05,36.76,-4.737716758491061,67191200,37.42,-0.0242296549907822,0.0005870761809723,0.045717419775872,0.0126340834023589,,,0.0,0.0446414102404282,0.0442193735382134,0.0438141066556989,0.0434250560244194,0.0430516795485982,
2018-12-12,37.1,38.2,36.21,37.22,36.93,0.3234011588734739,65413600,37.21,0.0045883940620783,2.105336006891575e-05,0.0372208491189795,0.0173283905404443,,,0.0,0.0419547929343696,0.0416416445762437,0.0413415373505985,0.0410540018572272,0.0407785805523305,
2018-12-13,37.7,38.35,36.86,37.22,36.93,-1.2600252674594117,47138400,37.48,0.0,0.0,0.0364908387864106,0.0296464293406596,,,0.0,0.0394945556185645,0.0392860749803615,0.0390867101597319,0.038896101096974,0.038713898998091,
2018-12-14,36.8,37.65,36.38,36.61,36.33,-0.5162773987485886,47182000,36.88,-0.0163890381515313,0.0002686005715323,0.0206620442776438,0.0287757193307324,,,0.0,0.0376245173490064,0.0374993313853852,0.0373798497919383,0.0372658284756771,0.0371570324617172,
2018-12-17,36.31,37.04,35.31,35.9,35.61,-1.142938552934759,66286800,36.08,-0.0193936083037421,0.0003761120430389,0.0126340834023588,0.0303300263655546,,,0.0,0.0361015482527506,0.0360469521071275,0.0359949366010598,0.0359453831185702,0.035898178192855,
2018-12-18,36.34,37.58,36.06,36.74,36.45,1.0939084365237772,56437200,36.79,0.0233983286908079,0.000547481785523,0.0173283905404443,0.0303394328359225,,,0.0,0.0349939654967369,0.0349924493610836,0.0349910069633002,0.0349896347199349,0.0349883292214139,
2018-12-19,36.4,36.94,34.11,34.63,34.36,-4.85643907130101,74536400,35.22,-0.057430593358737,0.0032982730535366,0.0296464293406595,0.0400760214588436,,,0.0,0.0378114293488899,0.0376777575954082,0.0375501507323649,0.03742835140629,0.0373121117044601,
2018-12-20,34.54,35.45,33.17,33.78,33.51,-2.221894767315615,74958800,34.13,-0.0245451920300318,0.0006024664517911,0.0287757193307324,0.0338985851041968,0.4939,,0.4939,0.036575156615088,0.0364983235525142,0.0364250799609484,0.036355264584954,0.0362887228469247,
2018-12-21,34.04,34.38,32.12,32.39,32.14,-4.846876698244832,86374000,32.96,-0.0411486086441681,0.0016932079933509,0.0303300263655545,0.03492213389744,,,0.0,0.036977126969501,0.0368816258337953,0.0367905431799449,0.0367036842390111,0.0366208619935411,
2018-12-24,31.62,32.49,31.13,31.77,31.52,0.4664432118410322,46384000,31.8,-0.0191417104044459,0.0003664050772076,0.0303394328359224,0.027385587336902,,0.4393,0.4393,0.0355133134637341,0.0354867148315676,0.0354613923864786,0.035437285732175,0.0354143372534376,
2018-12-26,32.24,33.28,31.12,33.28,33.01,3.2263098114996303,69510000,32.56,0.0475291155177841,0.0022590168219028,0.0400760214588435,0.0236410506033036,0.0,0.26115,0.10446,0.0368518771642955,0.0367621729846565,0.0366766315717968,0.0365950683491729,0.0365173061773743,
2018-12-27,32.75,33.1,31.3,32.79,32.54,0.1374120119883258,63704400,32.39,-0.0147235576923077,0.0002167831511187,0.0338985851041968,0.0330791768775163,,0.17,0.17,0.035192408796353,0.0351812673617277,0.0351706649674582,0.035160575683887,0.0351509748145697,
2018-12-28,33.0,34.35,32.58,33.41,33.15,1.2499939393939374,62872800,33.45,0.0189082037206465,0.0003575201679414,0.03492213389744,0.0452304250023195,,0.34,0.34,0.0339194759553362,0.0339710025286265,0.034019948577623,0.0340664468739059,0.0341106230049398,
2018-12-31,33.85,34.18,33.06,33.38,33.11,-1.4032438052138123,46514000,33.54,-0.0008979347500746,8.062868153915391e-07,0.027385587336902,0.0495470852328968,,,0.0,0.0322527720518504,0.0323899348685546,0.0325198842320913,0.0326430280731946,0.0327597481660364,
2019-01-02,32.66,34.62,32.51,34.06,33.79,4.271279853031241,50875200,33.73,0.0203714799281007,0.000414997194461,0.0236410506033035,0.0525530030160497,,-0.4215,-0.4215,0.0314201807850317,0.0316018164592192,0.0317736471711358,0.0319362558126022,0.0320901845949464,
2019-01-03,33.45,33.79,31.92,32.0,31.75,-4.335149373504714,70555200,32.57,-0.0604815032295948,0.0036580122329114,0.0330791768775163,0.052523651064371,,0.0,0.0,0.0355387268562455,0.0355109097412733,0.035484426401467,0.0354592137958673,0.0354352117789578,
2019-01-04,32.74,34.43,32.42,34.05,33.78,4.009469863770587,58562000,33.63,0.0640624999999999,0.0041040039062499,0.0452304250023195,0.0348170180241989,,,0.0,0.0392708217734722,0.0390721255092689,0.0388821584730959,0.0387005727097925,0.0385270313784114,
2019-01-07,34.63,36.22,34.11,35.85,35.57,3.5379003610108284,70916000,35.39,0.0528634361233482,0.0027945428787673,0.0495470852328968,0.0278325490946499,-0.3818,-0.1531,-0.2903199999999999,0.0406272696591614,0.0403699546960605,0.0401236330834578,0.0398878894918434,0.0396623203291167,
2019-01-08,36.67,36.7,34.22,34.96,34.68,-4.676531333382455,78601600,35.29,-0.0248256624825662,0.0006163135176982,0.0525530030160497,0.0199943626108699,,,0.0,0.0390816179042995,0.0388912329829525,0.0387092460581521,0.0385353197499729,0.0383691276462358,
2019-01-09,35.47,36.12,34.97,35.65,35.37,0.4792163765590734,61726000,35.58,0.019736842105263,0.000389542936288,0.052523651064371,0.011116185116744,,,0.0,0.0374154714286975,0.0372998205858858,0.0371894653062229,0.0370841768320512,0.0369837351267795,
2019-01-10,35.45,36.4,34.84,36.31,36.02,2.418894148973366,52315600,35.85,0.0185133239831698,0.0003427431649058,0.0348170180241989,0.0137674344951642,,,0.0,0.0358698837591259,0.0358262628592343,0.035784715880061,0.035745146404062,0.0357074622973427,
2019-01-11,36.08,37.44,35.8,37.21,36.92,3.117854915817917,87476400,36.82,0.02478656017626,0.0006143735653713,0.0278325490946499,0.0139210264486277,,,0.0,0.0348853316641595,0.0348891066883785,0.0348926975818675,0.0348961133434161,0.0348993625303473,
2019-01-14,36.68,37.87,36.44,37.61,37.32,2.535444383860407,73016800,37.31,0.0107497984412792,0.0001155581665281,0.0199943626108699,0.0169533444295889,0.0,,0.0,0.0332902677442072,0.0333736202675842,0.0334527227880392,0.033527801722391,0.0335990704259888,
2019-01-15,37.94,38.34,37.28,37.47,37.17,-1.2453874866997328,61701200,37.7,-0.0037224142515288,1.3856367859985168e-05,0.011116185116744,0.0327828542122819,,-0.2263,-0.2263,0.0317094260050648,0.0318754753181157,0.0320326431562996,0.0321814483176551,0.0323223744426132,
2019-01-16,37.74,38.08,37.15,37.21,36.92,-1.4108789825793109,47010400,37.48,-0.0069388844408859,4.814811728396944e-05,0.0137674344951642,0.0328363451497089,,,0.0,0.0303528988995256,0.0305933761400115,0.030820406493666,0.0310348445320421,0.0312374783650507,
2019-01-17,36.88,38.33,36.6,37.93,37.63,2.854046582714298,49343600,37.62,0.0193496371943024,0.0003744084595511,0.0139210264486277,0.0411499321785026,,,0.0,0.0296956093098354,0.0299734314857206,0.030235361141823,0.0304824522370442,0.0307156711350259,
