date,symbol,stocktwitsPosts,twitterPosts,stocktwitsComments,twitterComments,stocktwitsLikes,twitterLikes,stocktwitsImpressions,twitterImpressions,stocktwitsSentiment,twitterSentiment
2024-01-21 11:00:00,NVDA,6,0,0,0,3,0,1127,0,0.0,0.0
2024-01-21 10:00:00,NVDA,2,0,0,0,1,0,0,0,0.7003,0.0
2024-01-21 09:00:00,NVDA,6,0,6,0,5,0,25028,0,0.5516,0.0
2024-01-21 08:00:00,NVDA,6,0,3,0,1,0,167981,0,0.6493,0.0
2024-01-21 07:00:00,NVDA,6,0,19,0,3,0,2159,0,0.6144,0.0
2024-01-21 06:00:00,NVDA,5,0,0,0,3,0,14105,0,0.626,0.0
2024-01-21 05:00:00,NVDA,5,0,3,0,15,0,33639,0,0.6162,0.0
2024-01-21 04:00:00,NVDA,12,0,7,0,31,0,449,0,0.5607,0.0
2024-01-21 03:00:00,NVDA,7,0,4,0,15,0,3138,0,0.4838,0.0
2024-01-21 02:00:00,NVDA,7,0,2,0,12,0,6062,0,0.4275,0.0
2024-01-21 01:00:00,NVDA,18,0,21,0,60,0,47093,0,0.5229,0.0
2024-01-21 00:00:00,NVDA,14,0,15,0,33,0,40596,0,0.553,0.0
2024-01-20 23:00:00,NVDA,17,0,17,0,44,0,23624,0,0.5225,0.0
2024-01-20 22:00:00,NVDA,12,0,6,0,20,0,18813,0,0.5245,0.0
2024-01-20 21:00:00,NVDA,12,0,9,0,39,0,7905,0,0.4802,0.0
2024-01-20 20:00:00,NVDA,11,0,13,0,35,0,19856,0,0.5371,0.0
2024-01-20 19:00:00,NVDA,24,0,46,0,48,0,292380,0,0.5414,0.0
2024-01-20 18:00:00,NVDA,17,0,6,0,21,0,49639,0,0.5379,0.0
2024-01-20 17:00:00,NVDA,24,0,17,0,55,0,20788,0,0.5741,0.0
2024-01-20 16:00:00,NVDA,39,0,30,0,51,0,50739,0,0.5531,0.0
2024-01-20 15:00:00,NVDA,16,0,31,0,39,0,73396,0,0.5696,0.0
2024-01-20 14:00:00,NVDA,18,0,12,0,31,0,47563,0,0.5262,0.0
2024-01-20 13:00:00,NVDA,20,0,9,0,33,0,8645,0,0.5534,0.0
2024-01-20 12:00:00,NVDA,11,0,3,0,23,0,44522,0,0.5689,0.0
2024-01-20 11:00:00,NVDA,6,0,2,0,5,0,11705,0,0.4928,0.0
2024-01-20 10:00:00,NVDA,3,0,0,0,2,0,10202,0,0.6391,0.0
2024-01-20 09:00:00,NVDA,3,0,0,0,8,0,134,0,0.549,0.0
2024-01-20 08:00:00,NVDA,8,0,7,0,22,0,52403,0,0.6221,0.0
2024-01-20 07:00:00,NVDA,10,0,5,0,32,0,363,0,0.5852,0.0
2024-01-20 06:00:00,NVDA,12,0,5,0,16,0,282510,0,0.5781,0.0
2024-01-20 05:00:00,NVDA,7,0,9,0,14,0,713,0,0.5521,0.0
2024-01-20 04:00:00,NVDA,13,0,30,0,27,0,12584,0,0.5468,0.0
2024-01-20 03:00:00,NVDA,18,0,12,0,45,0,54536,0,0.5335,0.0
2024-01-20 02:00:00,NVDA,29,0,32,0,43,0,11104,0,0.5231,0.0
2024-01-20 01:00:00,NVDA,40,0,21,0,70,0,24953,0,0.5822,0.0
2024-01-20 00:00:00,NVDA,68,0,63,0,108,0,65548,0,0.5641,0.0
2024-01-19 23:00:00,NVDA,75,0,62,0,79,0,96060,0,0.5631,0.0
2024-01-19 22:00:00,NVDA,98,0,95,0,80,0,233558,0,0.5572,0.0
2024-01-19 21:00:00,NVDA,165,0,258,0,229,0,290831,0,0.5681,0.0
2024-01-19 20:00:00,NVDA,256,0,75,0,234,0,194179,0,0.5462,0.0
2024-01-19 19:00:00,NVDA,217,0,60,0,203,0,240888,0,0.5472,0.0
2024-01-19 18:00:00,NVDA,301,0,87,0,279,0,157784,0,0.5503,0.0
2024-01-19 17:00:00,NVDA,469,0,244,0,293,0,811887,0,0.5306,0.0
2024-01-19 16:00:00,NVDA,308,0,61,0,200,0,300129,0,0.556,0.0
2024-01-19 15:00:00,NVDA,240,0,43,0,159,0,461990,0,0.5262,0.0
2024-01-19 14:00:00,NVDA,155,0,41,0,161,0,284380,0,0.5348,0.0
2024-01-19 13:00:00,NVDA,76,0,26,0,64,0,414520,0,0.5577,0.0
2024-01-19 12:00:00,NVDA,70,0,34,0,121,0,125022,0,0.555,0.0
2024-01-19 11:00:00,NVDA,67,0,23,0,121,0,57150,0,0.5541,0.0
2024-01-19 10:00:00,NVDA,43,0,17,0,58,0,56411,0,0.5163,0.0
2024-01-19 09:00:00,NVDA,23,0,9,0,46,0,1798,0,0.5218,0.0
2024-01-19 08:00:00,NVDA,12,0,6,0,15,0,34287,0,0.5563,0.0
2024-01-19 07:00:00,NVDA,9,0,8,0,19,0,200,0,0.5358,0.0
2024-01-19 06:00:00,NVDA,11,0,4,0,32,0,308046,0,0.5469,0.0
2024-01-19 05:00:00,NVDA,17,0,5,0,33,0,9984,0,0.621,0.0
2024-01-19 04:00:00,NVDA,26,0,28,0,54,0,45056,0,0.5354,0.0
2024-01-19 03:00:00,NVDA,22,0,7,0,21,0,16817,0,0.5274,0.0
2024-01-19 02:00:00,NVDA,24,0,20,0,47,0,50139,0,0.5348,0.0
2024-01-19 01:00:00,NVDA,38,0,45,0,88,0,84781,0,0.5333,0.0
2024-01-19 00:00:00,NVDA,43,0,12,0,69,0,38268,0,0.5665,0.0
2024-01-18 23:00:00,NVDA,56,0,28,0,89,0,354299,0,0.5408,0.0
2024-01-18 22:00:00,NVDA,64,0,34,0,96,0,364747,0,0.5529,0.0
2024-01-18 21:00:00,NVDA,82,0,30,0,152,0,170831,0,0.5549,0.0
2024-01-18 20:00:00,NVDA,105,0,41,0,116,0,131388,0,0.525,0.0
2024-01-18 19:00:00,NVDA,117,0,103,0,131,0,199175,0,0.52,0.0
2024-01-18 18:00:00,NVDA,284,0,118,0,282,0,184892,0,0.5192,0.0
2024-01-18 17:00:00,NVDA,186,0,230,0,183,0,210401,0,0.5466,0.0
2024-01-18 16:00:00,NVDA,148,0,59,0,194,0,248582,0,0.5458,0.0
2024-01-18 15:00:00,NVDA,193,0,41,0,200,0,118469,0,0.5426,0.0
2024-01-18 14:00:00,NVDA,245,0,44,0,187,0,183359,0,0.5418,0.0
2024-01-18 13:00:00,NVDA,143,0,337,0,133,0,156968,0,0.5355,0.0
2024-01-18 12:00:00,NVDA,108,0,32,0,174,0,53209,0,0.5352,0.0
2024-01-18 11:00:00,NVDA,73,0,19,0,90,0,90819,0,0.5671,0.0
2024-01-18 10:00:00,NVDA,28,0,27,0,39,0,12319,0,0.5796,0.0
2024-01-18 09:00:00,NVDA,36,0,39,0,61,0,14422,0,0.5252,0.0
2024-01-18 08:00:00,NVDA,14,0,12,0,27,0,3517,0,0.6723,0.0
2024-01-18 07:00:00,NVDA,18,0,6,0,35,0,3632,0,0.5319,0.0
2024-01-18 06:00:00,NVDA,31,0,57,0,79,0,68622,0,0.584,0.0
2024-01-18 05:00:00,NVDA,13,0,3,0,11,0,1061,0,0.5728,0.0
2024-01-18 04:00:00,NVDA,24,0,27,0,44,0,11250,0,0.5703,0.0
2024-01-18 03:00:00,NVDA,14,0,15,0,39,0,11377,0,0.564,0.0
2024-01-18 02:00:00,NVDA,16,0,9,0,38,0,58360,0,0.5924,0.0
2024-01-18 01:00:00,NVDA,24,0,30,0,54,0,110779,0,0.5271,0.0
2024-01-18 00:00:00,NVDA,17,0,56,0,51,0,4768,0,0.5934,0.0
2024-01-17 23:00:00,NVDA,13,0,11,0,38,0,47290,0,0.5159,0.0
2024-01-17 22:00:00,NVDA,25,0,39,0,65,0,59547,0,0.4784,0.0
2024-01-17 21:00:00,NVDA,46,0,274,0,75,0,85922,0,0.5413,0.0
2024-01-17 20:00:00,NVDA,102,0,701,0,122,0,164053,0,0.5488,0.0
2024-01-17 19:00:00,NVDA,199,0,256,0,152,0,294356,0,0.5303,0.0
2024-01-17 18:00:00,NVDA,133,0,583,0,99,0,175508,0,0.5348,0.0
2024-01-17 17:00:00,NVDA,94,0,206,0,88,0,81324,0,0.5262,0.0
2024-01-17 16:00:00,NVDA,163,0,356,0,163,0,126253,0,0.5235,0.0
2024-01-17 15:00:00,NVDA,208,0,187,0,184,0,122639,0,0.5465,0.0
2024-01-17 14:00:00,NVDA,230,0,298,0,170,0,167749,0,0.5327,0.0
2024-01-17 13:00:00,NVDA,98,0,40,0,121,0,51371,0,0.5431,0.0
2024-01-17 12:00:00,NVDA,54,0,51,0,92,0,18183,0,0.5488,0.0
2024-01-17 11:00:00,NVDA,41,0,25,0,42,0,59884,0,0.5167,0.0
2024-01-17 10:00:00,NVDA,15,0,12,0,25,0,36582,0,0.5668,0.0
2024-01-17 09:00:00,NVDA,18,0,7,0,17,0,13158,0,0.5345,0.0
2024-01-17 08:00:00,NVDA,7,0,3,0,16,0,16250,0,0.521,0.0
2024-01-17 07:00:00,NVDA,18,0,13,0,33,0,986,0,0.5368,0.0
2024-01-17 06:00:00,NVDA,18,0,16,0,47,0,30853,0,0.5519,0.0
2024-01-17 05:00:00,NVDA,18,0,12,0,48,0,5595,0,0.5421,0.0
2024-01-17 04:00:00,NVDA,23,0,11,0,49,0,35092,0,0.5066,0.0
2024-01-17 03:00:00,NVDA,28,0,32,0,74,0,54229,0,0.5372,0.0
2024-01-17 02:00:00,NVDA,36,0,8,0,65,0,64272,0,0.5479,0.0
2024-01-17 01:00:00,NVDA,32,0,18,0,41,0,97758,0,0.5652,0.0
2024-01-17 00:00:00,NVDA,38,0,26,0,65,0,56151,0,0.5413,0.0
2024-01-16 23:00:00,NVDA,68,0,36,0,91,0,255806,0,0.5598,0.0
2024-01-16 22:00:00,NVDA,95,0,48,0,114,0,70527,0,0.5756,0.0
2024-01-16 21:00:00,NVDA,120,0,65,0,190,0,131311,0,0.5201,0.0
2024-01-16 20:00:00,NVDA,129,0,124,0,155,0,138682,0,0.5404,0.0
2024-01-16 19:00:00,NVDA,165,0,78,0,184,0,85683,0,0.5204,0.0
2024-01-16 18:00:00,NVDA,110,0,70,0,110,0,99856,0,0.5322,0.0
2024-01-16 17:00:00,NVDA,207,0,84,0,166,0,453865,0,0.5391,0.0
2024-01-16 16:00:00,NVDA,324,0,106,0,290,0,399161,0,0.5315,0.0
2024-01-16 15:00:00,NVDA,381,0,271,0,288,0,536095,0,0.5346,0.0
2024-01-16 14:00:00,NVDA,178,0,52,0,176,0,215249,0,0.5507,0.0
2024-01-16 13:00:00,NVDA,65,0,31,0,113,0,28590,0,0.5542,0.0
2024-01-16 12:00:00,NVDA,45,0,15,0,61,0,56246,0,0.5687,0.0
2024-01-16 11:00:00,NVDA,21,0,23,0,43,0,129422,0,0.5247,0.0
2024-01-16 10:00:00,NVDA,9,0,18,0,13,0,34929,0,0.5988,0.0
2024-01-16 09:00:00,NVDA,14,0,5,0,35,0,14643,0,0.5463,0.0
2024-01-16 08:00:00,NVDA,5,0,3,0,17,0,14196,0,0.4802,0.0
2024-01-16 07:00:00,NVDA,10,0,4,0,19,0,153,0,0.5181,0.0
2024-01-16 06:00:00,NVDA,10,0,6,0,25,0,12773,0,0.546,0.0
2024-01-16 05:00:00,NVDA,15,0,2,0,23,0,15232,0,0.554,0.0
2024-01-16 04:00:00,NVDA,6,0,11,0,9,0,405191,0,0.5406,0.0
2024-01-16 03:00:00,NVDA,14,0,13,0,29,0,136503,0,0.5833,0.0
2024-01-16 02:00:00,NVDA,17,0,3,0,23,0,53832,0,0.5136,0.0
2024-01-16 01:00:00,NVDA,15,0,5,0,43,0,84628,0,0.5331,0.0
2024-01-16 00:00:00,NVDA,5,0,5,0,26,0,569,0,0.43,0.0
2024-01-15 23:00:00,NVDA,5,0,8,0,21,0,3623,0,0.5708,0.0
2024-01-15 22:00:00,NVDA,8,0,19,0,38,0,21910,0,0.503,0.0
2024-01-15 21:00:00,NVDA,10,0,12,0,34,0,35035,0,0.579,0.0
2024-01-15 20:00:00,NVDA,12,0,14,0,51,0,17178,0,0.5825,0.0
2024-01-15 19:00:00,NVDA,11,0,3,0,9,0,49764,0,0.5197,0.0
2024-01-15 18:00:00,NVDA,13,0,6,0,11,0,43782,0,0.5061,0.0
2024-01-15 17:00:00,NVDA,15,0,22,0,30,0,5485,0,0.5419,0.0
2024-01-15 16:00:00,NVDA,15,0,7,0,15,0,73269,0,0.5686,0.0
2024-01-15 15:00:00,NVDA,19,0,2,0,29,0,40264,0,0.5393,0.0
2024-01-15 14:00:00,NVDA,11,0,2,0,8,0,11210,0,0.5672,0.0
2024-01-15 13:00:00,NVDA,11,0,1,0,7,0,89571,0,0.5489,0.0
2024-01-15 12:00:00,NVDA,10,0,11,0,6,0,34968,0,0.5272,0.0
2024-01-15 11:00:00,NVDA,4,0,2,0,14,0,10986,0,0.468,0.0
2024-01-15 10:00:00,NVDA,5,0,0,0,2,0,10176,0,0.5382,0.0
2024-01-15 09:00:00,NVDA,4,0,2,0,7,0,350,0,0.525,0.0
2024-01-15 08:00:00,NVDA,2,0,1,0,0,0,13924,0,0.5062,0.0
2024-01-15 07:00:00,NVDA,2,0,0,0,0,0,10886,0,0.4375,0.0
2024-01-15 06:00:00,NVDA,8,0,0,0,12,0,60140,0,0.5246,0.0
2024-01-15 05:00:00,NVDA,7,0,7,0,13,0,25226,0,0.512,0.0
2024-01-15 04:00:00,NVDA,2,0,1,0,0,0,13942,0,0.5062,0.0
2024-01-15 03:00:00,NVDA,7,0,4,0,6,0,201,0,0.5664,0.0
2024-01-15 02:00:00,NVDA,6,0,2,0,17,0,2910,0,0.5384,0.0
2024-01-15 01:00:00,NVDA,10,0,21,0,16,0,90295,0,0.5528,0.0
2024-01-15 00:00:00,NVDA,13,0,0,0,13,0,52361,0,0.559,0.0
2024-01-14 23:00:00,NVDA,14,0,2,0,11,0,25949,0,0.4773,0.0
2024-01-14 22:00:00,NVDA,5,0,2,0,11,0,185,0,0.5427,0.0
2024-01-14 21:00:00,NVDA,11,0,1,0,45,0,87851,0,0.5409,0.0
2024-01-14 20:00:00,NVDA,3,0,1,0,4,0,24216,0,0.5422,0.0
2024-01-14 19:00:00,NVDA,10,0,7,0,48,0,60079,0,0.5299,0.0
2024-01-14 18:00:00,NVDA,9,0,8,0,9,0,43965,0,0.5509,0.0
2024-01-14 17:00:00,NVDA,17,0,8,0,27,0,42436,0,0.5361,0.0
2024-01-14 16:00:00,NVDA,7,0,1,0,11,0,34585,0,0.5498,0.0
2024-01-14 15:00:00,NVDA,12,0,6,0,16,0,12782,0,0.5869,0.0
2024-01-14 14:00:00,NVDA,7,0,3,0,16,0,30368,0,0.6517,0.0
2024-01-14 13:00:00,NVDA,10,0,5,0,21,0,13188,0,0.516,0.0
2024-01-14 12:00:00,NVDA,7,0,3,0,3,0,24826,0,0.511,0.0
2024-01-14 11:00:00,NVDA,4,0,3,0,11,0,1244,0,0.551,0.0
2024-01-14 10:00:00,NVDA,4,0,5,0,17,0,33743,0,0.638,0.0
2024-01-14 09:00:00,NVDA,3,0,0,0,0,0,13905,0,0.6465,0.0
2024-01-14 07:00:00,NVDA,5,0,0,0,1,0,167988,0,0.53,0.0
2024-01-14 06:00:00,NVDA,3,0,3,0,6,0,14060,0,0.5513,0.0
2024-01-14 05:00:00,NVDA,3,0,0,0,4,0,296,0,0.4583,0.0
2024-01-14 04:00:00,NVDA,7,0,3,0,12,0,410,0,0.5531,0.0
2024-01-14 03:00:00,NVDA,1,0,0,0,0,0,8,0,0.6667,0.0
2024-01-14 02:00:00,NVDA,8,0,6,0,12,0,34460,0,0.5262,0.0
2024-01-14 01:00:00,NVDA,4,0,3,0,3,0,5844,0,0.575,0.0
2024-01-14 00:00:00,NVDA,9,0,2,0,8,0,46674,0,0.5941,0.0
2024-01-13 23:00:00,NVDA,6,0,3,0,14,0,290,0,0.5108,0.0
2024-01-13 22:00:00,NVDA,6,0,12,0,18,0,24971,0,0.6589,0.0
2024-01-13 21:00:00,NVDA,8,0,5,0,24,0,34208,0,0.5383,0.0
2024-01-13 20:00:00,NVDA,8,0,12,0,18,0,1197,0,0.5313,0.0
2024-01-13 19:00:00,NVDA,15,0,21,0,22,0,31146,0,0.5302,0.0
2024-01-13 18:00:00,NVDA,7,0,11,0,14,0,60624,0,0.527,0.0
2024-01-13 17:00:00,NVDA,6,0,14,0,17,0,12061,0,0.5081,0.0
2024-01-13 16:00:00,NVDA,13,0,4,0,8,0,12055,0,0.5431,0.0
2024-01-13 15:00:00,NVDA,18,0,29,0,23,0,87617,0,0.5312,0.0
2024-01-13 14:00:00,NVDA,9,0,2,0,13,0,26149,0,0.5219,0.0
2024-01-13 13:00:00,NVDA,5,0,1,0,3,0,2772,0,0.4787,0.0
2024-01-13 12:00:00,NVDA,2,0,1,0,11,0,726,0,0.5844,0.0
2024-01-13 11:00:00,NVDA,3,0,3,0,10,0,10265,0,0.5403,0.0
2024-01-13 09:00:00,NVDA,2,0,0,0,1,0,0,0,0.6987,0.0
2024-01-13 08:00:00,NVDA,4,0,0,0,3,0,44824,0,0.4906,0.0
2024-01-13 07:00:00,NVDA,3,0,1,0,7,0,33593,0,0.5571,0.0
2024-01-13 06:00:00,NVDA,7,0,0,0,7,0,263,0,0.5599,0.0
2024-01-13 05:00:00,NVDA,4,0,0,0,2,0,1528,0,0.5754,0.0
2024-01-13 04:00:00,NVDA,9,0,7,0,20,0,3125,0,0.531,0.0
2024-01-13 03:00:00,NVDA,8,0,7,0,9,0,5102,0,0.588,0.0
2024-01-13 02:00:00,NVDA,7,0,0,0,2,0,33700,0,0.5971,0.0
2024-01-13 01:00:00,NVDA,14,0,5,0,30,0,32728,0,0.5119,0.0
2024-01-13 00:00:00,NVDA,14,0,6,0,19,0,1993,0,0.5858,0.0
2024-01-12 23:00:00,NVDA,12,0,3,0,14,0,8019,0,0.5664,0.0
2024-01-12 22:00:00,NVDA,24,0,27,0,42,0,98487,0,0.5323,0.0
2024-01-12 21:00:00,NVDA,40,0,16,0,44,0,65392,0,0.5217,0.0
2024-01-12 20:00:00,NVDA,104,0,31,0,107,0,71559,0,0.525,0.0
2024-01-12 19:00:00,NVDA,182,0,31,0,151,0,64773,0,0.5114,0.0
2024-01-12 18:00:00,NVDA,133,0,35,0,122,0,63510,0,0.5276,0.0
2024-01-12 17:00:00,NVDA,139,0,40,0,163,0,418086,0,0.5313,0.0
2024-01-12 16:00:00,NVDA,151,0,45,0,149,0,89782,0,0.5406,0.0
2024-01-12 15:00:00,NVDA,82,0,30,0,74,0,127227,0,0.5197,0.0
2024-01-12 14:00:00,NVDA,124,0,20,0,108,0,101497,0,0.5278,0.0
2024-01-12 13:00:00,NVDA,77,0,32,0,133,0,93139,0,0.514,0.0
2024-01-12 12:00:00,NVDA,32,0,28,0,65,0,24184,0,0.5184,0.0
2024-01-12 11:00:00,NVDA,29,0,9,0,36,0,22663,0,0.5653,0.0
2024-01-12 10:00:00,NVDA,25,0,30,0,40,0,49349,0,0.5866,0.0
2024-01-12 09:00:00,NVDA,13,0,7,0,32,0,2225,0,0.5016,0.0
2024-01-12 08:00:00,NVDA,24,0,23,0,32,0,1381,0,0.5304,0.0
2024-01-12 07:00:00,NVDA,19,0,24,0,50,0,779,0,0.5198,0.0
2024-01-12 06:00:00,NVDA,13,0,10,0,18,0,24920,0,0.5364,0.0
2024-01-12 05:00:00,NVDA,27,0,8,0,100,0,539,0,0.5311,0.0
2024-01-12 04:00:00,NVDA,43,0,32,0,81,0,91996,0,0.5398,0.0
2024-01-12 03:00:00,NVDA,31,0,21,0,83,0,1739,0,0.5295,0.0
2024-01-12 02:00:00,NVDA,27,0,49,0,127,0,37454,0,0.544,0.0
2024-01-12 01:00:00,NVDA,56,0,53,0,144,0,80567,0,0.5218,0.0
2024-01-12 00:00:00,NVDA,59,0,32,0,81,0,162400,0,0.5386,0.0
2024-01-11 23:00:00,NVDA,37,0,6,0,84,0,111736,0,0.5497,0.0
2024-01-11 22:00:00,NVDA,45,0,20,0,104,0,129361,0,0.5245,0.0
2024-01-11 21:00:00,NVDA,67,0,20,0,121,0,75047,0,0.5556,0.0
2024-01-11 20:00:00,NVDA,195,0,45,0,182,0,98641,0,0.5476,0.0
2024-01-11 19:00:00,NVDA,176,0,49,0,177,0,103723,0,0.5232,0.0
2024-01-11 18:00:00,NVDA,351,0,66,0,321,0,220519,0,0.5327,0.0
2024-01-11 17:00:00,NVDA,205,0,236,0,164,0,109992,0,0.5286,0.0
2024-01-11 16:00:00,NVDA,254,0,60,0,321,0,298158,0,0.5285,0.0
2024-01-11 15:00:00,NVDA,337,0,52,0,260,0,235161,0,0.5375,0.0
2024-01-11 14:00:00,NVDA,273,0,54,0,278,0,291641,0,0.5469,0.0
2024-01-11 13:00:00,NVDA,237,0,209,0,283,0,107528,0,0.5465,0.0
2024-01-11 12:00:00,NVDA,75,0,66,0,102,0,61935,0,0.537,0.0
2024-01-11 11:00:00,NVDA,55,0,26,0,67,0,43072,0,0.5539,0.0
2024-01-11 10:00:00,NVDA,42,0,15,0,65,0,50950,0,0.5474,0.0
2024-01-11 09:00:00,NVDA,24,0,16,0,25,0,126319,0,0.5529,0.0
2024-01-11 08:00:00,NVDA,14,0,3,0,34,0,784,0,0.5372,0.0
2024-01-11 07:00:00,NVDA,9,0,3,0,9,0,1990,0,0.5769,0.0
2024-01-11 06:00:00,NVDA,5,0,5,0,22,0,136,0,0.4763,0.0
2024-01-11 05:00:00,NVDA,9,0,17,0,31,0,282324,0,0.5732,0.0
2024-01-11 04:00:00,NVDA,23,0,14,0,68,0,35815,0,0.5665,0.0
2024-01-11 03:00:00,NVDA,32,0,13,0,57,0,79292,0,0.5543,0.0
2024-01-11 02:00:00,NVDA,37,0,40,0,70,0,46606,0,0.5355,0.0
2024-01-11 01:00:00,NVDA,41,0,14,0,45,0,14794,0,0.5697,0.0
2024-01-11 00:00:00,NVDA,33,0,22,0,67,0,66025,0,0.4933,0.0
2024-01-10 23:00:00,NVDA,45,0,38,0,86,0,56376,0,0.5213,0.0
2024-01-10 22:00:00,NVDA,84,0,52,0,133,0,118853,0,0.5586,0.0
2024-01-10 21:00:00,NVDA,107,0,45,0,188,0,80277,0,0.5558,0.0
2024-01-10 20:00:00,NVDA,203,0,49,0,188,0,124821,0,0.5478,0.0
2024-01-10 19:00:00,NVDA,195,0,45,0,212,0,130783,0,0.533,0.0
2024-01-10 18:00:00,NVDA,124,0,45,0,186,0,103757,0,0.5358,0.0
2024-01-10 17:00:00,NVDA,167,0,48,0,189,0,254220,0,0.5193,0.0
2024-01-10 16:00:00,NVDA,318,0,89,0,290,0,277149,0,0.5436,0.0
2024-01-10 15:00:00,NVDA,377,0,285,0,335,0,397556,0,0.5314,0.0
2024-01-10 14:00:00,NVDA,149,0,206,0,193,0,210213,0,0.5416,0.0
2024-01-10 13:00:00,NVDA,84,0,77,0,107,0,156235,0,0.5147,0.0
2024-01-10 12:00:00,NVDA,64,0,7751,0,49,0,79641,0,0.5632,0.0
2024-01-10 11:00:00,NVDA,44,0,25,0,73,0,137214,0,0.5633,0.0
2024-01-10 10:00:00,NVDA,23,0,1,0,42,0,41319,0,0.6155,0.0
2024-01-10 09:00:00,NVDA,31,0,6,0,35,0,10213,0,0.5689,0.0
2024-01-10 08:00:00,NVDA,9,0,2,0,10,0,34989,0,0.5384,0.0
2024-01-10 07:00:00,NVDA,14,0,9,0,21,0,12284,0,0.5382,0.0
2024-01-10 06:00:00,NVDA,16,0,7,0,35,0,24653,0,0.5191,0.0
2024-01-10 05:00:00,NVDA,25,0,16,0,92,0,60030,0,0.5347,0.0
2024-01-10 04:00:00,NVDA,20,0,35,0,38,0,71912,0,0.572,0.0
2024-01-10 03:00:00,NVDA,17,0,12,0,36,0,54686,0,0.5713,0.0
2024-01-10 02:00:00,NVDA,30,0,18,0,89,0,19906,0,0.5369,0.0
2024-01-10 01:00:00,NVDA,37,0,27,0,85,0,83031,0,0.5449,0.0
2024-01-10 00:00:00,NVDA,61,0,43,0,72,0,239034,0,0.5614,0.0
2024-01-09 23:00:00,NVDA,54,0,35,0,106,0,86113,0,0.5235,0.0
2024-01-09 22:00:00,NVDA,61,0,22,0,96,0,53352,0,0.5797,0.0
2024-01-09 21:00:00,NVDA,136,0,74,0,212,0,180473,0,0.558,0.0
2024-01-09 20:00:00,NVDA,411,0,200,0,375,0,323674,0,0.5334,0.0
2024-01-09 19:00:00,NVDA,413,0,128,0,388,0,609790,0,0.5337,0.0
2024-01-09 18:00:00,NVDA,468,0,170,0,356,0,755211,0,0.5439,0.0
2024-01-09 17:00:00,NVDA,465,0,253,0,417,0,442130,0,0.5435,0.0
2024-01-09 16:00:00,NVDA,330,0,58,0,318,0,212202,0,0.5355,0.0
2024-01-09 15:00:00,NVDA,189,0,183,0,187,0,249723,0,0.5439,0.0
2024-01-09 14:00:00,NVDA,216,0,159,0,164,0,200808,0,0.536,0.0
2024-01-09 13:00:00,NVDA,121,0,74,0,165,0,817711,0,0.538,0.0
2024-01-09 12:00:00,NVDA,93,0,74,0,146,0,186786,0,0.5348,0.0
2024-01-09 11:00:00,NVDA,41,0,19,0,54,0,30847,0,0.5704,0.0
2024-01-09 10:00:00,NVDA,15,0,3,0,14,0,39076,0,0.5362,0.0
2024-01-09 09:00:00,NVDA,24,0,14,0,56,0,18244,0,0.4972,0.0
2024-01-09 08:00:00,NVDA,8,0,1,0,13,0,20289,0,0.5449,0.0
2024-01-09 07:00:00,NVDA,12,0,2,0,14,0,32803,0,0.6022,0.0
2024-01-09 06:00:00,NVDA,13,0,17,0,27,0,34413,0,0.5643,0.0
2024-01-09 05:00:00,NVDA,26,0,15,0,42,0,16231,0,0.5206,0.0
2024-01-09 04:00:00,NVDA,30,0,14,0,42,0,105422,0,0.5647,0.0
2024-01-09 03:00:00,NVDA,39,0,34,0,101,0,46969,0,0.5514,0.0
2024-01-09 02:00:00,NVDA,57,0,22,0,174,0,64313,0,0.5437,0.0
2024-01-09 01:00:00,NVDA,72,0,113,0,141,0,68722,0,0.5411,0.0
2024-01-09 00:00:00,NVDA,114,0,177,0,160,0,319933,0,0.5675,0.0
2024-01-08 23:00:00,NVDA,80,0,60,0,134,0,171223,0,0.5578,0.0
2024-01-08 22:00:00,NVDA,78,0,188,0,167,0,347371,0,0.5466,0.0
2024-01-08 21:00:00,NVDA,252,0,290,0,384,0,221583,0,0.5407,0.0
2024-01-08 20:00:00,NVDA,242,0,87,0,307,0,780392,0,0.5537,0.0
2024-01-08 19:00:00,NVDA,154,0,136,0,198,0,324375,0,0.5512,0.0
2024-01-08 18:00:00,NVDA,160,0,30,0,262,0,611676,0,0.5453,0.0
2024-01-08 17:00:00,NVDA,170,0,132,0,201,0,504704,0,0.5432,0.0
2024-01-08 16:00:00,NVDA,217,0,78,0,260,0,1098232,0,0.5368,0.0
2024-01-08 15:00:00,NVDA,376,0,133,0,292,0,730406,0,0.5439,0.0
2024-01-08 14:00:00,NVDA,274,0,28,0,168,0,1455000,0,0.5591,0.0
2024-01-08 13:00:00,NVDA,40,0,9,0,52,0,821970,0,0.5604,0.0
2024-01-08 12:00:00,NVDA,33,0,14,0,33,0,70868,0,0.5669,0.0
2024-01-08 11:00:00,NVDA,9,0,5,0,15,0,14239,0,0.4685,0.0
2024-01-08 10:00:00,NVDA,3,0,0,0,1,0,54429,0,0.6614,0.0
2024-01-08 09:00:00,NVDA,7,0,1,0,7,0,34460,0,0.6172,0.0
2024-01-08 08:00:00,NVDA,4,0,1,0,8,0,24718,0,0.5531,0.0
2024-01-08 07:00:00,NVDA,4,0,3,0,9,0,253,0,0.5208,0.0
2024-01-08 06:00:00,NVDA,3,0,0,0,2,0,34022,0,0.6047,0.0
2024-01-08 05:00:00,NVDA,5,0,2,0,19,0,5321,0,0.6075,0.0
