date,sentiment_score
2018-08-21,0.8786832690238953
2018-08-23,0.7828161716461182
2018-08-28,0.9182651042938232
2018-09-06,0.9338036775588989
2018-09-12,0.9281932711601257
2018-09-13,0.879866361618042
2018-09-19,0.9234007000923157
2018-09-23,0.801546037197113
2018-09-24,0.937670111656189
2018-09-27,0.9369240403175354
2018-09-30,0.9494783282279968
2018-10-11,0.913333535194397
2018-10-14,0.5651072263717651
2018-10-23,0.9004418253898621
2018-10-24,0.9297664761543274
2018-10-28,0.5949637293815613
2018-10-29,0.9131502509117126
2018-10-31,0.9114010334014893
2018-11-11,0.9482904076576233
2018-11-12,0.842097818851471
2018-11-13,0.911652147769928
2018-11-15,0.972126305103302
2018-11-19,0.5050843358039856
2018-11-21,0.5353617072105408
2018-11-22,0.9161191582679749
2018-11-29,0.8969998359680176
2018-12-10,0.9132017493247986
2018-12-20,0.9447104334831238
2018-12-25,0.5523088574409485
2018-12-26,0.8702825307846069
2019-01-01,0.8988432288169861
2019-01-06,0.9486048817634583
2019-01-07,0.8612901568412781
2019-01-13,0.6028172969818115
2019-01-14,0.5461769700050354
2019-01-23,0.9385097026824951
2019-01-27,0.8882150053977966
2019-01-28,0.7062748074531555
2019-01-31,0.9297664761543274
2019-02-05,0.949218213558197
2019-02-10,0.5346407890319824
2019-02-12,0.9343219995498657
2019-02-13,0.9362906217575073
2019-02-14,0.9083039164543152
2019-02-19,0.9336820840835571
2019-02-21,0.9268019795417786
2019-02-25,0.9448354244232178
2019-02-27,0.8970927000045776
2019-03-08,0.7538600564002991
2019-03-10,0.8055903017520905
2019-03-11,0.9117601215839386
2019-03-12,0.8996741473674774
2019-03-14,0.8979341983795166
2019-03-15,0.9330270290374756
2019-03-19,0.8968775868415833
2019-03-20,0.8484246134757996
2019-03-21,0.944667637348175
2019-03-22,0.9492687582969666
2019-03-23,0.8808194398880005
2019-03-25,0.8437150418758392
2019-03-26,0.7057469189167023
2019-03-29,0.909132182598114
2019-04-01,0.8801556825637817
2019-04-03,0.7105099260807037
2019-04-05,0.4973640739917755
2019-04-06,0.939358651638031
2019-04-08,0.7903465926647186
2019-04-13,0.9091878533363342
2019-04-15,0.8526976704597473
2019-04-17,0.6663424372673035
2019-04-22,0.8831385374069214
2019-04-23,0.9363446235656738
2019-04-24,0.8245609402656555
2019-04-25,0.7459694147109985
2019-04-26,0.9189331531524658
2019-05-01,0.8753412365913391
2019-05-05,0.5391327738761902
2019-05-06,0.9204131960868835
2019-05-08,0.847422182559967
2019-05-09,0.9746876358985901
2019-05-10,0.8533954620361328
2019-05-11,0.6686660647392273
2019-05-13,0.960690438747406
2019-05-14,0.96745365858078
2019-05-15,0.9221687912940979
2019-05-16,0.9187303185462952
2019-05-17,0.8636938333511353
2019-05-18,0.8616717457771301
2019-05-20,0.8336100876331329
2019-05-21,0.5490841269493103
2019-05-22,0.8069461584091187
2019-05-23,0.762795627117157
2019-05-24,0.9449948668479919
2019-05-27,0.6686210632324219
2019-05-28,0.8446388244628906
2019-05-29,0.7588410973548889
2019-05-30,0.8343255519866943
2019-05-31,0.945544958114624
2019-06-01,0.7241482734680176
2019-06-03,0.9241508841514587
2019-06-04,0.7197912931442261
2019-06-05,0.9125379025936127
2019-06-06,0.8614200949668884
2019-06-07,0.6101692020893097
2019-06-09,0.893998920917511
2019-06-10,0.6918044984340668
2019-06-11,0.8753317594528198
2019-06-12,0.416254460811615
2019-06-13,0.7869738042354584
2019-06-14,0.7601232528686523
2019-06-15,0.9305050373077393
2019-06-17,0.72510826587677
2019-06-18,0.8943303823471069
2019-06-19,0.8938725590705872
2019-06-20,0.8683086037635803
2019-06-21,0.8385537266731262
2019-06-25,0.7515155076980591
2019-06-26,0.7857351303100586
2019-06-27,0.9272332787513733
2019-06-28,0.7074921131134033
2019-07-01,0.8851988315582275
2019-07-02,0.7466152310371399
2019-07-03,0.9000563621520996
2019-07-05,0.8417635262012482
2019-07-06,0.9621031284332275
2019-07-08,0.8533997535705566
2019-07-09,0.5204347372055054
2019-07-10,0.7690829634666443
2019-07-11,0.8921995759010315
2019-07-12,0.9322060346603394
2019-07-15,0.8064359128475189
2019-07-16,0.684869647026062
2019-07-17,0.6897003948688507
2019-07-18,0.9756098985671997
2019-07-19,0.926311194896698
2019-07-22,0.7014605402946472
2019-07-23,0.8914577960968018
2019-07-24,0.8712627291679382
2019-07-25,0.45176395773887634
2019-07-26,0.6888169646263123
2019-07-29,0.7725407183170319
2019-07-30,0.9233235716819763
2019-07-31,0.587421715259552
2019-08-03,0.8635302782058716
2019-08-04,0.8909865617752075
2019-08-05,0.9237881302833557
2019-08-07,0.8156455159187317
2019-08-08,0.8832991123199463
2019-08-09,0.6542479991912842
2019-08-11,0.7778299450874329
2019-08-12,0.760129988193512
2019-08-13,0.7221059799194336
2019-08-14,0.8825754225254059
2019-08-15,0.6605902314186096
2019-08-16,0.9408807754516602
2019-08-19,0.8984231054782867
2019-08-20,0.7733556032180786
2019-08-21,0.8199016451835632
2019-08-22,0.8841511607170105
2019-08-23,0.8742727041244507
2019-08-24,0.8152062892913818
2019-08-26,0.8477309346199036
2019-08-27,0.8822925090789795
2019-08-28,0.5191821455955505
2019-08-29,0.7289928197860718
2019-08-30,0.858104795217514
2019-09-03,0.6730985641479492
2019-09-04,0.8352847099304199
2019-09-05,0.9256716966629028
2019-09-06,0.9426239132881165
2019-09-09,0.4966508746147156
2019-09-10,0.5790227651596069
2019-09-11,0.8550671637058258
2019-09-12,0.9571180939674377
2019-09-13,0.799213707447052
2019-09-14,0.9305050373077393
