,press_sentiment_score,news_sentiment_score,date,open,low,high,close,volume,log_return,log_volume_change,log_trading_range,previous_volatility_7,previous_volatility_3,future_volatility_7,weight_avg_sentiment,rolling_sentiment_7,garch_volatility,sentiment_score_press,sentiment_score_news
14,,,2021-02-04 09:30:00,134.9698,133.3786,136.665,135.6188,5906372,-4.571533064412036e-05,0.8615843340871657,0.0243409750111437,0.004405725749604,0.0043781409074648,0.004528407073806,,0.1773999999999999,1.6886955175247952e-05,,0.7301489114761353
15,,,2021-02-04 10:30:00,134.6963,134.25,135.0,134.9866,2094640,-0.0046724947114358,-1.036650067231758,0.0055710450494554,0.0033254426931679,0.0026815207051964,0.004540396719946,,-0.1806,3.293329299824888e-05,,0.7301489114761353
16,,,2021-02-04 11:30:00,135.96,134.66,136.115,134.9325,2064260,-0.0004008608558967,-0.0146098922213427,0.0107470335458891,0.0030739405950743,0.0025748809544784,0.0045070999620236,,-0.3612,8.111619422235694e-06,,0.7301489114761353
17,,,2021-02-04 12:30:00,136.4025,135.75,136.4375,136.1125,1451816,0.0087070962754322,-0.3519566220684991,0.0050516754961179,0.0048692173075658,0.0068339251029672,0.0029924680364933,,,1.130020629267419e-06,,0.7301489114761353
18,,,2021-02-04 13:30:00,135.63,135.4488,136.195,135.985,2327356,-0.0009371641366178,0.4719176726873746,0.0054939731878637,0.004771906281437,0.0054199363958518,0.0030578809511745,,,3.260226458598025e-05,,0.7301489114761353
19,,,2021-02-04 14:30:00,136.1275,135.363,136.25,135.6188,1311260,-0.0026965765714817,-0.5737443522869506,0.0065313748104712,0.0045624128606984,0.0061393681190987,0.0029441291557423,,,9.265020990933052e-06,,0.7301489114761353
20,,,2021-02-04 15:30:00,136.683,135.89,136.7475,136.2225,3167624,0.0044415693454912,0.8819932730295869,0.0062904246669264,0.004526318355375,0.0037188580935441,0.0023464526712748,,,1.6303442942297457e-05,,0.7301489114761353
21,,,2021-02-05 09:30:00,136.0,135.5125,137.3725,136.4415,3555648,0.0016063730238896,0.1155555450858641,0.0136323272086358,0.004528407073806,0.0035941350497332,0.0094423571260984,,,1.7777433137486035e-05,,0.8901031613349915
22,,0.0,2021-02-05 10:30:00,135.6875,135.4988,136.695,135.7975,2995936,-0.0047311458039463,-0.1712806215144611,0.0087893824242206,0.004540396719946,0.0046964736112662,0.0100201632713498,0.0,0.0,3.5764881339139782e-06,,0.8901031613349915
23,,,2021-02-05 11:30:00,136.068,135.6425,136.2075,135.915,1172240,0.0008648848126191,-0.9383402552634192,0.0041567100497834,0.0045070999620236,0.0034648114023268,0.0101114179778863,,0.0,1.6876647679252846e-05,,0.8901031613349915
24,,,2021-02-05 12:30:00,136.14,135.875,136.5025,135.985,1479224,0.000514895193428,0.232601177598001,0.004607584034238,0.0029924680364933,0.0031347248029455,0.0104076098473891,,0.0,7.688627228744734e-06,,0.8901031613349915
25,,,2021-02-05 13:30:00,135.78,135.4575,136.5,136.245,1925896,0.0019101500867249,0.2638736880492031,0.007666676641223,0.0030578809511745,0.0007259256670005,0.010623814220903,,0.0,8.107249497205995e-06,,0.8901031613349915
26,,,2021-02-05 14:30:00,135.9225,135.6,136.0525,135.9837,1503184,-0.0019197100103487,-0.2478057888939184,0.0033314651513378,0.0029441291557423,0.0019382925079685,0.0103391484935313,,0.0,7.532779160970698e-06,,0.8901031613349915
27,,,2021-02-05 15:30:00,135.91,135.5638,136.05,135.8725,2576972,-0.0008180796038622,0.5390295411629784,0.0035800870154828,0.0023464526712748,0.0019716598405173,0.0098391861512762,,0.0,4.790172683001337e-06,,0.8901031613349915
28,,,2021-02-08 09:30:00,140.4363,137.2722,141.9225,139.1188,13166380,0.0236112983538273,1.6310515445861544,0.0333153180205582,0.0094423571260984,0.0144328357403282,0.0072239337655883,,0.0,0.0002110887787985,,
29,,,2021-02-08 10:30:00,141.5188,140.4475,142.3925,141.4325,5284080,0.0164943271034019,-0.9129680842591612,0.0137535755884816,0.0100201632713498,0.012564269531604,0.0064078355107501,,,0.000224477391405,,
30,,,2021-02-08 11:30:00,143.4375,141.205,143.75,141.41,5471300,-0.0001590991456197,0.0348177215697817,0.0178629444803917,0.0101114179778863,0.0121998612211554,0.0071229807442867,,,0.0037764858937498,,
31,,,2021-02-08 12:30:00,143.2175,142.63,143.9375,143.6025,3708172,0.0153855936136476,-0.3889772153408514,0.009125313045573,0.0104076098473891,0.009311313627007,0.0044462696075412,,,9.58667622023682e-05,,
32,,,2021-02-08 13:30:00,143.4363,142.7825,143.75,143.5863,2575032,-0.0001128177701719,-0.3646770715968712,0.0067531863013283,0.010623814220903,0.0089614021444548,0.0053658220135518,,,0.0002886820499118,,
33,,,2021-02-08 14:30:00,144.2483,143.3325,144.5225,143.6125,4170904,0.0001824520163225,0.4822708376636916,0.0082680987244971,0.0103391484935313,0.0088640044947457,0.0053671018340749,,,6.292271415236305e-05,,
34,,,2021-02-08 15:30:00,144.495,143.13,144.7375,144.1475,6761340,0.0037183807090969,0.4830882963763533,0.0111684487422662,0.0098391861512762,0.0021318246392372,0.0050678853437643,,,3.941675464112659e-05,,
35,,,2021-02-09 09:30:00,144.8138,142.225,145.8325,145.1225,12199816,0.0067411324522427,0.5901997743952702,0.0250483921908075,0.0072239337655883,0.0032826845944947,0.0067049854722068,,,4.55109618987683e-05,,0.7678087949752808
36,,,2021-02-09 10:30:00,143.9221,142.895,144.9797,144.5238,4114036,-0.0041340134685077,-1.0870163278581035,0.0144836377991338,0.0064078355107501,0.0056134647829836,0.0065880003997026,,,1.5342856019635557e-05,,0.7678087949752808
37,,,2021-02-09 11:30:00,144.2295,143.4225,144.5,143.7411,2216064,-0.0054304351550252,-0.6186718924657411,0.0074846879293848,0.0071229807442867,0.0066845165121244,0.007478735453045,,,1.919330705033585e-05,,0.7678087949752808
38,,,2021-02-09 12:30:00,143.165,143.0407,144.555,144.3225,2176172,0.0040366140633967,-0.0181652793468975,0.0105308528221129,0.0044462696075412,0.0051326550042905,0.0076228504308077,,,4.635523843575371e-06,,0.7678087949752808
39,,,2021-02-09 13:30:00,143.4242,142.78,143.485,143.2938,1886392,-0.0071533107583405,-0.1429013600776481,0.0049255160450354,0.0053658220135518,0.006025055169383,0.0062645151467329,,,2.8982243542326556e-05,,0.7678087949752808
40,,,2021-02-09 14:30:00,143.1925,143.025,143.68,143.15,1378408,-0.001004036478222,-0.3137367998646045,0.0045691643992971,0.0053671018340749,0.0056041078619613,0.0058292897326564,,,3.5908550587927006e-05,,0.7678087949752808
41,,,2021-02-09 15:30:00,142.6475,142.25,143.2709,143.1825,3060072,0.0002270088106629,0.7975092350539731,0.0071511707245765,0.0050678853437643,0.0039538623230125,0.0075344541850345,,,2.2322909670466233e-05,,0.7678087949752808
42,,,2021-02-10 09:30:00,144.6275,144.135,148.4125,144.975,15396144,0.0124412734077171,1.61567864335724,0.0292451985945697,0.0067049854722068,0.0074328111559386,0.0094122686960289,,,4.529953494216982e-06,,0.8066627979278564
43,,,2021-02-10 10:30:00,146.5088,143.4138,146.92,144.5751,8120876,-0.0027622180359438,-0.639679058328316,0.024154063106547,0.0065880003997026,0.0080547076179585,0.0087930090484659,,,3.740396214908999e-07,,0.8066627979278564
44,,,2021-02-10 11:30:00,146.8544,145.5525,147.6475,146.365,4724680,0.0123044061803631,-0.5416381963436169,0.0142908298407353,0.007478735453045,0.0087384976778124,0.0085349706374537,,,5.539587712703161e-05,,0.8066627979278564
45,,0.3182,2021-02-10 12:30:00,147.51,146.81,147.7723,147.3338,2458800,0.0065972589184629,-0.6531264077338316,0.006533341772015,0.0076228504308077,0.0076067349982816,0.0104496109646985,0.3182,0.3182,1.3440007229772426e-05,,0.8066627979278564
46,,,2021-02-10 13:30:00,147.3775,146.3225,147.9925,147.63,3016812,0.0020083827206098,0.2045272186281233,0.0113485070284787,0.0062645151467329,0.0051581232651684,0.0106051479291544,,0.3182,5.5938808803211294e-05,,0.8066627979278564
47,,,2021-02-10 14:30:00,147.9438,147.6375,149.05,148.5275,6779816,0.0060609827372832,0.809749318262136,0.0095218751861149,0.0058292897326564,0.0025089487771065,0.0110992887703753,,0.3182,2.9493265297080623e-05,,0.8066627979278564
48,,,2021-02-10 15:30:00,147.8728,146.8,148.34,147.37,5703780,-0.0078236950581081,-0.1728208499977662,0.0104358201279966,0.0075344541850345,0.0071399999746001,0.0100988246354612,,0.3182,4.4990276441956906e-05,,0.8066627979278564
49,,,2021-02-11 09:30:00,151.665,149.25,152.3925,150.4278,13837752,0.0205368036352129,0.8862713963078335,0.0208366771704296,0.0094122686960289,0.0141812761196153,0.0082296766489843,,0.3182,0.0002216786016268,,0.8949944972991943
50,,,2021-02-11 10:30:00,152.3925,150.8775,152.6675,150.9725,6457604,0.0036144661635254,-0.7621421580889642,0.0117941046577619,0.0087930090484659,0.014268350312093,0.008889125145012,,0.3182,1.5579469976034765e-05,,0.8949944972991943
51,,,2021-02-11 11:30:00,150.8725,150.2,152.7225,152.4288,5696584,0.009599900752802,-0.1253916542181627,0.0166548097806083,0.0085349706374537,0.0085810525518675,0.008366302998161,,0.3182,9.996294929306157e-06,,0.8949944972991943
52,,,2021-02-11 12:30:00,152.0203,149.876,152.185,150.865,4372292,-0.0103122045887749,-0.26457934020481,0.0152886004849849,0.0104496109646985,0.0102165676281188,0.0071291857306853,,,0.0002051340905553,,0.8949944972991943
53,,,2021-02-11 13:30:00,151.465,151.0025,152.7075,152.1775,4102216,0.0086622055111878,-0.0637600412348913,0.0112279339627346,0.0106051479291544,0.0112353567673793,0.0083983530620998,,,3.886419816973383e-05,,0.8949944972991943
54,,,2021-02-11 14:30:00,151.9863,151.1863,152.22,151.4413,3942692,-0.0048495115771103,-0.0396635767715572,0.0068139916646163,0.0110992887703753,0.0097675973867294,0.009472807875527,,,0.0001398399280893,,0.8949944972991943
55,,,2021-02-11 15:30:00,153.0,151.5,153.25,151.81,4585636,0.0024316478226089,0.1510650705511859,0.011484949866897,0.0100988246354612,0.0067626625672269,0.0108596168928827,,,1.3017553776942906e-05,,0.8949944972991943
56,,,2021-02-12 09:30:00,152.265,149.7,152.4375,150.3738,8613820,-0.0095055447314969,0.6304390809142825,0.0181213845505564,0.0082296766489843,0.0060165119049256,0.0107295363508763,,,0.000131792222266,,0.8422836661338806
57,,,2021-02-12 10:30:00,152.52,151.2517,152.9114,151.764,4434988,0.0092024884727128,-0.6638429801899626,0.0109133321734495,0.008889125145012,0.0094721640923349,0.0106164846369228,,,0.0002241839338587,,0.8422836661338806
58,,,2021-02-12 11:30:00,152.525,152.015,152.6975,152.6573,1776652,0.0058688571662291,-0.9147942156920692,0.0044796399315428,0.008366302998161,0.0099789431451948,0.0104703135959581,,,7.253873077526937e-06,,0.8422836661338806
59,,,2021-02-12 12:30:00,150.1175,149.6337,152.5475,152.3357,5192456,-0.002108901641625,1.0724761086559018,0.0192857154077377,0.0071291857306853,0.0058124188826254,0.0104826217345834,,,9.044585822929944e-05,,0.8422836661338806
60,,0.51135,2021-02-12 13:30:00,148.7675,148.5,150.4625,150.17,4780580,-0.0143186525182545,-0.0826449249174685,0.0131289254630989,0.0083983530620998,0.0101674169066908,0.009933643154875,0.51135,0.51135,8.445821617630758e-05,,0.8422836661338806
61,,,2021-02-12 14:30:00,149.5925,147.75,149.865,148.1564,5938896,-0.0134995131456781,0.2169613794603196,0.014213232566884,0.009472807875527,0.0068251378034601,0.007004562768007,,0.51135,4.1974524840201174e-05,,0.8422836661338806
62,,,2021-02-12 15:30:00,149.35,149.12,149.9775,149.8575,4847160,0.0114163700137491,-0.2031302910870843,0.0057339319078493,0.0108596168928827,0.0146273921556366,0.0066633287148709,,0.51135,0.0001207145441603,,0.8422836661338806
63,,,2021-02-16 09:30:00,151.6775,149.5,152.3925,150.9375,7816268,0.0071810012866315,0.4778142363635663,0.0191630366124,0.0107295363508763,0.0133318119489553,0.0110075454496772,,0.51135,7.268722801067707e-05,,0.7511225640773773
64,,,2021-02-16 10:30:00,151.59,151.1575,152.72,152.2,4168664,0.0083296015806936,-0.6286116020074851,0.0102838398398404,0.0106164846369228,0.0021903489162487,0.0103445965863562,,0.51135,0.000437110063964,,0.7511225640773773
65,,-0.0258,2021-02-16 11:30:00,151.1563,150.17,151.7775,151.4625,3191144,-0.0048573758699443,-0.2672161275864658,0.0106476469395977,0.0104703135959581,0.0073045440364557,0.0103985106247986,-0.0258,0.242775,0.000121589843318,,0.7511225640773773
66,,,2021-02-16 12:30:00,153.2755,150.7575,153.32,151.05,3591828,-0.0027271617249598,0.1182817919090077,0.0168546548988305,0.0104826217345834,0.0070791501536127,0.0111999331749984,,0.242775,5.398447480257641e-06,,0.7511225640773773
67,,,2021-02-16 13:30:00,153.1375,152.4488,153.435,153.0938,3281444,0.0134398976033784,-0.0903776956868094,0.0064482226070533,0.009933643154875,0.0100058469255653,0.0094339723601539,,-0.0258,0.0001049791405092,,0.7511225640773773
68,,,2021-02-16 14:30:00,153.365,152.8818,153.725,153.3934,3605972,0.0019550577996659,0.0943077904950182,0.0055002180364827,0.007004562768007,0.008318639034519,0.0092879629047879,,-0.0258,1.787061343427064e-05,,0.7511225640773773
69,,0.0,2021-02-16 15:30:00,153.2375,152.785,153.4975,153.2375,3535380,-0.0010168578146128,-0.0197705698794578,0.0046525758752671,0.0066633287148709,0.0076346971665652,0.0098356100934765,0.0,-0.0129,6.310079193835115e-05,,0.7511225640773773
70,,,2021-02-17 09:30:00,149.4098,148.9455,152.2352,150.0344,7514072,-0.0211244042843926,0.75395673918412,0.0218462261038094,0.0110075454496772,0.0125552597048823,0.0064497691881198,,-0.0129,4.0282874827043975e-05,,0.8911681175231934
71,,,2021-02-17 10:30:00,148.0587,147.885,149.9,149.0829,5236604,-0.0063620740719862,-0.3611043325915048,0.0135334604134377,0.0103445965863562,0.0104148224114525,0.0078215794490792,,-0.0129,3.3597520301476955e-05,,0.8911681175231934
72,,,2021-02-17 11:30:00,148.9975,147.8,149.35,148.16,3440864,-0.0062097561668644,-0.4199505939878413,0.0104325361480173,0.0103985106247986,0.0085673442259356,0.0079565674341214,,0.0,0.0003090966769214,,0.8911681175231934
73,,,2021-02-17 12:30:00,149.925,149.0785,150.2725,149.32,2301112,0.0077988831485138,-0.4023301182818944,0.0079772997712104,0.0111999331749984,0.0081322186969836,0.0068964937417923,,0.0,7.05911365576224e-05,,0.8911681175231934
74,,,2021-02-17 13:30:00,149.2175,148.75,150.07,149.8038,2060200,0.0032347838712034,-0.1105894188905608,0.0088348074821589,0.0094339723601539,0.007144605356633,0.0076432567691598,,0.0,4.058378664243466e-05,,0.8911681175231934
75,,0.0,2021-02-17 14:30:00,149.4025,148.3875,149.445,148.6238,2623316,-0.0079081569510103,0.2416361009021588,0.0071013367852768,0.0092879629047879,0.0080798849111911,0.0071988508018607,0.0,0.0,0.0001261978324982,,0.8911681175231934
76,,,2021-02-17 15:30:00,148.875,148.7825,149.6756,149.2775,2465524,0.0043887089397052,-0.0620348054011428,0.0059847775330639,0.0098356100934765,0.0067910429238976,0.0072186879361171,,0.0,0.0001023702546498,,0.8911681175231934
77,,,2021-02-18 09:30:00,146.7,146.0935,148.69,148.4025,6168700,-0.0058788129537137,0.9170837578285264,0.0176167740174816,0.0064497691881198,0.0065923333454532,0.0094922225029405,,0.0,3.569938590590437e-05,,0.5584723353385925
78,,,2021-02-18 10:30:00,147.2,145.775,147.4375,146.3775,3770716,-0.0137392757612382,-0.4922232149452766,0.011340020059674,0.0078215794490792,0.0090905877211721,0.0079861760172188,,0.0,8.286932751846728e-05,,0.5584723353385925
79,,,2021-02-18 11:30:00,146.68,145.75,147.28,146.9175,1997068,0.0036823035521983,-0.6355847989211535,0.0104427116942205,0.0079565674341214,0.0087246131734924,0.0086967745004156,,0.0,5.041887415674893e-05,,0.5584723353385925
80,,,2021-02-18 12:30:00,147.2925,146.3275,147.535,146.5625,1736852,-0.0024192461029295,-0.1396058256770592,0.0082181754803329,0.0068964937417923,0.0088400924338431,0.0106245802553898,,0.0,6.887597389813115e-05,,0.5584723353385925
81,,,2021-02-18 13:30:00,147.3713,147.025,147.86,147.66,1965372,0.007460374990421,0.1236072611273743,0.0056632397829344,0.0076432567691598,0.0049851386629742,0.0106649351112895,,0.0,1.5399843137514293e-05,,0.5584723353385925
82,,,2021-02-18 14:30:00,147.925,146.96,148.0025,147.5925,2227068,-0.000457235763802,0.1250043817793284,0.0070687246064703,0.0071988508018607,0.0052304390761262,0.0107229860185661,,,3.299197404287045e-06,,0.5584723353385925
83,,,2021-02-18 15:30:00,148.0625,147.7763,148.7325,148.265,3307316,0.0045461153306704,0.3954510621579471,0.0064497466163776,0.0072186879361171,0.0040044764866833,0.0106617582427716,,,5.2133212229381825e-05,,0.5584723353385925
84,,,2021-02-19 09:30:00,150.125,149.3775,151.105,150.8265,7797212,0.0171289563803286,0.8576292495845147,0.0114983004522445,0.0094922225029405,0.0090612321199143,0.0082257459519887,,,1.6485127664130158e-05,,0.913217306137085
85,,0.39515,2021-02-19 10:30:00,151.6225,149.5,151.77,149.6375,3992024,-0.0079144670007285,-0.66946786344748,0.0150698241412133,0.0079861760172188,0.0125217614280194,0.0086527500803713,0.39515,0.39515,8.364404145410167e-05,,0.913217306137085
86,,,2021-02-19 11:30:00,149.94,149.8875,151.6875,151.4725,2616540,0.0121883877437068,-0.422445536143986,0.0119374707812686,0.0086967745004156,0.0132646588219217,0.0069946290665454,,0.39515,7.292098270947534e-05,,0.913217306137085
87,,0.5267,2021-02-19 12:30:00,149.18,148.467,150.1025,149.5925,3399248,-0.0124891597273931,0.2617013963771972,0.0109556827381562,0.0106245802553898,0.0131277945063623,0.0057409750263112,0.5267,0.460925,0.000134478335343,,0.913217306137085
88,,,2021-02-19 13:30:00,148.87,148.5984,149.68,149.045,1561812,-0.0036666568223974,-0.7777075450293025,0.0072523169003032,0.0106649351112895,0.0125046680942905,0.0059720122825776,,0.460925,4.580056644732838e-05,,0.913217306137085
89,,,2021-02-19 14:30:00,149.34,148.4775,149.5825,148.75,2632420,-0.0019812293456653,0.5220568895414025,0.0074146484765611,0.0107229860185661,0.0056434892308928,0.0060046810802907,,0.460925,0.0002694008770421,,0.913217306137085
90,,,2021-02-19 15:30:00,149.125,148.8782,149.4225,149.221,3007496,0.0031613841097164,0.133204263656995,0.00364934178209,0.0106617582427716,0.0035569013176598,0.0105897148109746,,0.460925,3.6387056592557505e-06,,0.913217306137085
91,,,2021-02-22 09:30:00,149.7272,147.6,151.3325,148.0688,7460900,-0.0077513979226728,0.9085682115129714,0.0249734905837753,0.0082257459519887,0.005459397559026,0.0155105295019471,,0.460925,5.88214856202511e-05,,0.8763891756534576
92,,0.8176,2021-02-22 10:30:00,148.3975,147.5825,149.8375,149.205,4779568,0.0076441686597042,-0.4453258845203525,0.0151640320817123,0.0086527500803713,0.0079184135553411,0.0138770535493344,0.8176,0.67215,0.0001081124920513,,0.8763891756534576
93,,0.1027,2021-02-22 11:30:00,147.2125,147.1425,148.4933,147.9583,2440784,-0.0083907219660211,-0.6720308666790756,0.0091383343988392,0.0069946290665454,0.0090788208026867,0.0165350163423801,0.1027,0.4823333333333333,2.993851900716547e-06,,0.8763891756534576
94,,,2021-02-22 12:30:00,147.6625,147.0625,148.7125,147.4875,2396656,-0.0031870508804281,-0.0182448667419708,0.0111572453150631,0.0057409750263112,0.0081803751632852,0.0164701522499488,,0.4601499999999999,1.6018328177494265e-05,,0.8763891756534576
95,,0.0,2021-02-22 13:30:00,147.8125,147.445,148.225,147.9313,2015496,0.0030045503797349,-0.1732091134751594,0.0052761647070285,0.0059720122825776,0.0057047692148156,0.0165834426921401,0.0,0.3067666666666667,2.753780405516717e-05,,0.8763891756534576
96,,,2021-02-22 14:30:00,144.8675,144.1075,147.6875,147.505,3915192,-0.0028859032953479,0.6639990514319207,0.0245390061066064,0.0060046810802907,0.003491037585283,0.0167762523003441,,0.3067666666666667,3.118881033960724e-05,,0.8763891756534576
97,,-0.25,2021-02-22 15:30:00,143.5575,143.25,147.4475,143.7825,6610060,-0.0255603324302475,0.5237283605923887,0.0288808246227341,0.0105897148109746,0.0150818859952368,0.0187619618669556,-0.25,0.167575,1.0523785057869304e-05,,0.8763891756534576
98,,0.3182,2021-02-23 09:30:00,138.38,133.895,141.0,138.835,13681856,-0.0350155634115256,0.7274778445281188,0.0517039796777221,0.0155105295019471,0.0165118451860273,0.0130444760080553,0.3182,0.1977,0.0006745170444233,,0.9445307552814484
99,,0.0,2021-02-23 10:30:00,139.25,137.534,140.8475,138.1525,5459292,-0.0049280301907935,-0.9187514644871216,0.0238065855190512,0.0138770535493344,0.0153858860860539,0.0130654545455794,0.0,0.03418,1.069648498729057e-05,,0.9445307552814484
100,,,2021-02-23 11:30:00,138.03,136.9114,139.9975,139.8975,3815664,0.0125518641268323,-0.3582044116243011,0.0222905640179115,0.0165350163423801,0.0240605712154449,0.012637488168486,,0.01705,9.49166578038234e-05,,0.9445307552814484
101,,,2021-02-23 12:30:00,138.5363,136.45,138.84,138.1075,2997516,-0.012877644191974,-0.2413307537081472,0.0173639438392382,0.0164701522499488,0.0130089902340611,0.0113412006785285,,0.01705,0.0002954537219744,,0.9445307552814484
102,,0.5859,2021-02-23 13:30:00,138.82,137.9575,139.5925,138.645,2923544,0.0038843419721343,-0.0249873667132158,0.0117817972467694,0.0165834426921401,0.0129276835628313,0.0113401696901456,0.5859,0.163525,0.0005790550082202,,0.9445307552814484
103,,-0.7096,2021-02-23 14:30:00,141.5535,138.5375,142.05,138.6025,3503776,-0.0003065852736844,0.1810446651165367,0.0250380611984255,0.0167762523003441,0.0087231452056451,0.0111828584964533,-0.7096,-0.0110999999999999,0.0001461853243562,,0.9445307552814484
104,,0.0,2021-02-23 15:30:00,141.35,140.78,142.3875,141.8863,3963412,0.0234159085298935,0.123264026359787,0.0113538260460447,0.0187619618669556,0.0126609812392294,0.0078510992145388,0.0,0.0389,9.102873646744146e-06,,0.9445307552814484
105,,,2021-02-24 09:30:00,139.41,137.56,141.9575,140.3048,7492176,-0.0112088337158797,0.6367540055805432,0.0314675314646282,0.0130444760080553,0.017703523702653,0.0080514222506659,,-0.0309249999999999,4.692247139452229e-06,,0.938739776611328
106,,,2021-02-24 10:30:00,140.47,138.91,141.08,139.58,3359420,-0.0051792853361744,-0.8020909360033107,0.0155008639585535,0.0130654545455794,0.018497357205321,0.0105489322606777,,-0.0412333333333333,3.6404441032820128e-06,,0.938739776611328
107,,,2021-02-24 11:30:00,141.5282,140.0475,142.0716,140.8586,3057392,0.0091186367323953,-0.0942060750480797,0.0143495050952784,0.012637488168486,0.0104402433238534,0.0114318896440549,,-0.0412333333333333,0.0005068824276613,,0.938739776611328
108,,,2021-02-24 12:30:00,142.8575,141.6275,143.35,142.26,5020080,0.009899818983968,0.4958836048526056,0.0120888208863456,0.0113412006785285,0.0084894072063053,0.0119405612434551,,-0.0412333333333333,0.0002787535870261,,0.938739776611328
109,,-0.125,2021-02-24 13:30:00,143.8425,142.445,144.2,142.8675,4142752,0.0042612579934568,-0.1920855685328813,0.0122452645580521,0.0113401696901456,0.0030549889243493,0.0107773101534131,-0.125,-0.2782,0.0002959202004877,,0.938739776611328
110,,,2021-02-24 14:30:00,143.6375,143.3259,144.92,143.875,5085928,0.0070272397432208,0.2051172090929064,0.0110608078172948,0.0111828584964533,0.0028194484264987,0.0103575021173738,,-0.0624999999999999,6.82089545937313e-07,,0.938739776611328
111,,0.7269,2021-02-24 15:30:00,146.7525,143.75,148.75,144.3625,8866012,0.0033826303991591,0.555747579415508,0.0341913647482793,0.0078510992145388,0.0019020085331176,0.0087134641545423,0.7269,0.30095,5.405190539032678e-05,,0.938739776611328
112,,0.34425,2021-02-25 09:30:00,139.8825,139.0825,143.7475,142.6558,17761012,-0.0118927616527644,0.6947806281154242,0.03299100597774,0.0080514222506659,0.0100381541499991,0.0219129071751529,0.34425,0.3153833333333333,6.227717206615746e-06,,0.8972423076629639
113,,0.148,2021-02-25 10:30:00,138.4363,137.9555,140.555,140.33,8741180,-0.016437944025397,-0.7089605259267273,0.0186677018619516,0.0105489322606777,0.010383090866563,0.0238160192241535,0.148,0.2735375,0.000322384925331,,0.8972423076629639
